Code,Title,Credits,Grading,Semesters Offered,Prerequisites,Corequisites,Crosslisted,Distribution Category,Breadth Requirement,Forbidden Overlap,Description
BIOMG 4870,Human Genomics,3,Graded,Fall,BIOMG 2800,,,(PBS-AS),,,"Applies fundamental concepts of transmission, population, and molecular genetics to the problem of determining the degree to which familial clustering of diseases in humans has a genetic basis. Emphasizes the role of full genome knowledge in expediting this process of gene discovery. Stresses the role of statistical inference in interpreting genomic information. Population genetics, and the central role of understanding variation in the human genome in mediating variation in disease risk, are explored in depth. Methods such as homozygosity mapping, linkage disequilibrium mapping, and admixture mapping are examined. The format is a series of lectures with classroom discussion. Assignments include a series of problem sets and a term paper"
BIOMG 4980,Teaching Experience,1-4,Stdnt Opt,"Fall, Spring",previous enrollment in course to be taught or equivalent,,,,,,"Designed to give qualified undergraduate students teaching experience through actual involvement in planning and assisting in biology courses. This experience may include supervised participation in a discussion group, assisting in a biology laboratory, assisting in field biology, or tutoring"
BIOMG 6310,Protein Structure and Function,3,Stdnt Opt,Fall,"BIOMG 3300, or BIOMG 3330, or BIOMG 3350, or BIOMG 3310/BIOMG 3320 and organic chemistry. Recommended prerequisite: physical chemistry course",,,,,,"Presentations on the basic principles of protein structure, dynamics, and function. Specific topics include protein stability, dynamics, evolution, molecular recognition, basic enzyme kinetics, and spectroscopic tools for studying proteins"
BIOMG 6330,Biosynthesis of Macromolecules,2,Graded,Fall,"BIOMG 3300, or BIOMG 3330, or BIOMG 3350, or BIOMG 3310/BIOMG 3320. Recommended prerequisite: BIOMG 2800",,,,,,"Synthesis of DNA, RNA, and proteins, and regulation of gene expression"
BIOMG 6410,Laboratory in Plant Molecular Biology,4,Graded,Fall,BIOMG 2800 or PLBRG 2250; BIOMG 3300 or BIOMG 3330 or BIOMG 3350 or BIOMG 3310 or equivalent; or permission of instructor,,PLBIO 6410,,,,"Includes selected experiments on gene expression, biolistic transformation, confocal microscopy, laser capture microdissection, microarray analysis, genetic mapping and mutant analysis, transposon tagging, proteomics, and metabolite analysis"
BIOMG 7510,Ethical Issues and Professional Responsibilities,1,Sat/Unsat,Fall,,,,,,,Ethical issues in research and the professional responsibilities of scientists are discussed based on readings and occasional lectures. The topics are intended to cover the requirements for ethical training of graduate students on training grants and follow the recommendations of the Office of Research Integrity
BIOMG 7800,Current Topics in Genetics and Development,1,Sat/Unsat,"Fall, Spring",,,BIOMG 7940,,,,"Lectures and seminars on specialized topics in genetics, genomics and development. Topics for Fall and Spring to be announced in the course and time roster at the beginning of each semester"
BIOMG 7810,Critical Thinking in Genetics and Development,3,Graded,Fall,,,,,,,"This course will combine weekly didactic lectures with student presentations and critical analysis of key literature on topical issues in genetics, genomics, and development"
BIOMG 7860,Research Seminar in Genetics and Development,1,Sat/Unsat,"Fall, Spring",,,,,,,Each graduate student presents one seminar per year based on his or her thesis research. The student then meets with the thesis committee members for an evaluation of the presentation
BIOMG 7870,Seminar in Genetics and Development,1,Sat/Unsat,"Fall, Spring",,,,,,,Seminars in current research in genetics and developmental biology conducted by distinguished visitors and staff
BIOMG 7940,"Current Topics in Biochemistry, Molecular and Cell Biology",0.5-1,Sat/Unsat,Fall or Spring,"BIOMG 3300, or BIOMG 3330, or BIOMG 3350, or BIOMG 3310/BIOMG 3320 or equivalent",,BIOMG 7800,,,,Lectures and seminars on specialized topics. Topics for fall and spring to be announced in the course and time roster published at the beginning of each semester
BIOMG 8300,Biochemistry Seminar,0,Sat/Unsat,Fall or Spring,,,,,,,"Lectures on current research in biochemistry, presented by distinguished visitors and staff members"
BIOMG 8310,Advanced Biochemical Methods I,6,Sat/Unsat,Fall,,,,,,,The first half of this course comprises an intensive laboratory covering fundamental aspects of modern molecular biology and cell biology. The second half comprises research in the laboratory of a professor chosen by the student (see BIOMG 8320)
BIOMG 8330,Research Seminar in Biochemistry,1,Sat/Unsat,Fall or Spring,,,,,,,Each student presents one seminar per year on his or her thesis research and then meets with instructors and thesis committee members for evaluation
BIOMG 8369,Foundations and Frontiers in Cellular and Molecular Biology - I,6,Multi-Term,Multi-semester course (Fall),,,,,,,"Introduction to concepts, historical perspectives and outstanding questions in selected topics through weekly lectures, discussions and analysis of research literature"
BIOMI 1120,"Microbes, the Earth, and Everything",3,Stdnt Opt,Fall,,,PLSCS 1120,"(BIONLS-AG, OPHLS-AG, PBS-AS)",,,"We live on a microbial earth. If we happen to consider microbes in our daily lives most people conjure images of disease, but in reality we depend on microbes to sustain our world. This course showcases the vast microbial world that hides in plain sight all around us and use microbial examples to explore both fundamental biological principles and the scientific method. Course modules emphasize basic concepts from evolution, molecular biology and genetics, diversity, and ecology. Learn about the tiny titans and miniature monsters that are the life support system of our planet, how they have shaped human civilizations, and how they reveal the unifying principles of life"
BIOMI 1200,Genesis,1,Stdnt Opt,Fall,one semester of general biology,,,,,,"This class will explore the current theories about the chemical origins of life on earth, and will then use these insights to discuss the search for life on other planets, inside the Solar system and outside. Topics will include origin of the Sun, the Big Bang, the formation of Earth, the origin of life, from the prebiotic synthesis of amino acids, nucleobases, and other building blocks of life, the evolution of primitive protocells, the earliest RNA-based catalysts, the evolution of protein synthesis machinery, and the origins of eukaryotic cells. We will conclude with strategies and progress in identifying life on other planets in our solar system and on planets orbiting other stars"
BIOMI 2500,Public Health Microbiology,3,Stdnt Opt,Fall,the equivalent of two semesters of majors-level biology and one semester general chemistry,,,(PBS-AS),,,"This course will use a variety of teaching methods (including historical and current case studies and databases) to help students understand basic principles of microbiology as they apply to the emergence, transmission, pathogenicity, and control of infectious human disease. Major topics include water and food borne disease, zoonotic diseases, sexually transmitted diseases and antibiotic resistance"
BIOMI 2600,Microbiology of Human Contagious Diseases,3,Stdnt Opt,"Fall, Spring",one semester of introductory biology or equivalent,,,(PBS-AS),,,"This course provides an introduction to the microbiology of microbial diseases. The primary focus is on molecular mechanisms of pathogenesis, including detection of the host environment, binding of pathogenic microbes to host cell surfaces and their invasion of host cells and tissues, and the delivery and functions of microbial toxins. It will include host defenses and microbial countermeasures against these defenses. We will also study the evolution of pathogens and the co-evolution of their hosts"
BIOMI 2900,General Microbiology Lectures,3,Graded,"Fall, Spring, Summer (six-week session)","two semesters majors-level biology and two semesters college-level chemistry, or equivalent. Highly recommended corequisite: BIOMI 2911",,BIOMI 2900,(PBS-AS),,,"Comprehensive overview of the biology of microorganisms, with emphasis on bacteria. Topics include microbial cell structure and function, physiology, metabolism, genetics, diversity, and ecology. Also covers applied aspects of microbiology such as biotechnology, the role of microorganisms in environmental processes, and medical microbiology"
BIOMI 2911,General Microbiology Laboratory,3,Opt NoAud,Fall or Spring,,,,(PBS-AS),,,"This class will introduce you to current concepts and laboratory techniques in microbiology.  Our goal is to show you how scientists use experiments to learn about the microbes around us, with an emphasis on bacteria.  This course complements the Microbiology lecture by providing students with hands-on investigations into the microbial world"
BIOMI 2950,Biology of Infectious Disease: From Molecules to Ecosystems,3,Graded,Fall,"two of the three core undergraduate biology courses, BIOMG 1350, BIOG 1440/BIOG 1445, BIOEE 1610/BIOSM 1610, or the equivalent",,,OPHLS-AG,,,"A broad integration and overview of the origins, nature, and dynamics of infectious disease in humans, plants, and animals. An examination of the historical and contemporary concepts and impacts of infectious agents on hosts at multiple spatial and temporal scales and at different levels of biological organization. The ecology and evolution of pathogens, hosts, and vectors are also discussed. Consideration of newly emerging diseases in human, plant, and animal populations and the influence of human activities on global disease spread. Current and future issues and trends in disease monitoring and mitigtion will also be addressed"
BIOMI 3210,Human Microbes and Health,3,Graded,Fall,BIOMI 2900 or permission of instructor,,,(PBS-AS),,,"The microbes on and in our bodies are as abundant as our own cells. These diverse microorganisms provide us with metabolic capacities beyond our own and are essential to good health, but can also play a role in disease.This course will introduce the microbes of the human body, discuss their origins, adaptations to the body, molecular interactions, and associations with health and disease"
BIOMI 3940,Applied and Food Microbiology,3,Graded,Fall,BIOMI 2900 and BIOMI 2910 or BIOMI 2911,,"FDSC 3940, FDSC 5940",(PBS-AS),,,"Microorganisms play a central role in a variety of food, agricultural, and environmental processes. This course presents a comprehensive survey of the roles that microorganisms play in industrial/biotechnological processes as well as their importance in the safety and production of foods. A focus on the impact of genomics and the emerging understanding of the microbiome provides an underlying foundation for the course. A 2-credit core section on food microbiology is complemented by a 1-credit section on industrial/biotechnological applications"
BIOMI 4090,Principles of Virology,3,Graded,Fall,"BIOMI 2900 or permission of instructor. Recommended prerequisite: BIOMG 3300-BIOMG 3320, BIOMG 4320",,BIOMS 4090,(PBS-AS),,,"Covers principles of virology that will give a broad understanding of how viruses infect and cause disease.  Topics include the classification of viruses, virus entry, genome replication and assembly, and virus pathogenesis. Particular emphasis is placed on virus-host cell interactions and common features between different viral families. Recommended for those planning to attend medical school, graduate school or Veterinary college, or just interested in what viruses are and how they cause disease"
BIOMI 4310,Medical Parasitology,2,Graded,Fall,"any of the following: BIOEE 1610, BIOEE 1780, BIOEE 1180, BIOEE 2640, BIOEE 2670, BIOEE 2740; NS 2750; BIOMI 2900, BIOMI 3970; EAS 1700; BIOG 1105, BIOG 1106, or one semester college-level biology or majors-level biology or equivalent course",,BIOMS 4310,,,,"Systematic study of arthropod, protozoan, and helminth parasites of public health importance, with emphasis on epidemiologic, clinical, and zoonotic aspects of these parasitisms"
BIOMI 4850,Bacterial Genetics,2-3,Opt NoAud,Fall,"BIOMG 2800. Recommended prerequisite: BIOMI 2900 and BIOMG 3300, BIOMG 3310, BIOMG 3320, BIOMG 3330, or BIOMG 3350",,BIOMI 4850,,,,Students gain a detailed understanding of how bacteria maintain and pass on genetic information with a strong focus on the bacterium Escherichia coli. They discover the processes by which bacteria evolve through different mutations and the exchange of genetic information. The course explores how genes are regulated efficiently through negative and positive regulation and by global regulatory mechanisms. Upon completion of the course students should understand the tools used to manipulate bacterial genomes for the understanding of bacteria and other living organisms
BIOMI 4980,Teaching Experience,1-4,Stdnt Opt,Fall or Spring,previous enrollment in course to be taught or equivalent,,,,,,"Designed to give qualified undergraduate students teaching experience through actual involvement in planning and assisting in biology courses. This experience may include supervised participation in a discussion group, assisting in a biology laboratory, assisting in field biology, or tutoring"
BIOMI 6901,Prokaryotic Biology: Bacterial Structure and Function,1,Graded,Fall (four-week session),,,,,,,"Discusses those macromolecules and assemblages of macromolecules that together define the structure of the prokaryotic cell. This includes external structures, such as cell wall, flagella, pili, and peptidoglycan and internal structures such as specialized vesicles and other large complexes"
BIOMI 6902,Prokaryotic Biology: Environmental Microbiology,1,Stdnt Opt,Fall (four and a half-week session),,,,,,,"Core course of concepts, methods, and current literature that reveals the multidisciplinary nature of environmental microbiology and its relationship to prokaryotic biology. Discusses the crucial roles that microorganisms play in catalyzing biogeochemical reactions throughout the biosphere (in water, soil, sediment and other habitats)"
BIOMI 6903,Prokaryotic Biology: Bacterial Physiology/Diversity,1,Stdnt Opt,Fall (four-week session),,,,,,,"Reviews the major energy-conserving modes of metabolism and their phylogenetic distributions among both bacteria and archaea. Topics include phylogenetic analysis, fermentation, respiration, photosynthesis, pathways of carbon and nitrogen fixation, and evolution of the three domains of life"
BIOMI 7910,Advanced Topics in Microbiology,1,Sat/Unsat,Fall or Spring,,,,,,,Reading and presentation by graduate students of current literature in selected areas of modern microbiology
BIOMI 7960,Current Topics in Microbiology,0.5-1,Sat/Unsat,,,,,,,,No description available
BIOMI 7970,Scientific Communication Skills,1,Sat/Unsat,"Fall, Spring",,,,,,,The ability to communicate effectively is essential for success as a scientist. The primary goal of this course is to provide students with an opportunity to develop self-confidence and refine their formal oral presentation skills. Students are asked to present topical seminars that are critically evaluated by the instructor. Feedback for improving the presentation and peer evaluations are emphasized
BIOMI 7980,Graduate Research Seminar in Microbiology,1,Sat/Unsat,"Fall, Spring",,,,,,,All graduate students in the field of microbiology are required to attend and present a seminar concerning their research at least once each year
BIOMI 7990,Microbiology Seminar,0,Sat/Unsat,"Fall, Spring",,,,,,,"Thesis research for Ph.D. students only before ""A"" exam has been passed"
BIOMS 3110,Principles of Animal Physiology,3,Stdnt Opt,Fall,BIOG 1500 and BIOG 1440 or BIOG 1445 or one year of college biology; one year chemistry and mathematics or equivalent AP credit. Recommended prerequisite: previous or concurrent physics course,,"BIOAP 3110, VTBMS 3460",(PBS-AS),,,"General course in animal physiology emphasizing principles of operation, regulation, and integration common to a broad range of living systems from the cellular to the organismal level. Structure/function relationships are stressed along with underlying physico-chemical mechanisms"
BIOMS 3190,Laboratory in Physiology,4,Graded,Fall,,,BIOAP 3190,(PBS-AS),,,"Student-conducted in vitro and in vivo experiments designed to illustrate basic physiological processes, physiological research techniques, instrumentation, experimental design, and interpretation of results. Techniques include anesthesia, surgical procedures, dissection, and real-time computer recording and analysis. Experiments with isolated living tissues or live anesthetized animals examine properties of membranes and epithelia, blood, nerves, skeletal and smooth muscle; cardiovascular, respiratory, renal, and reproductive function and their regulation by the nervous and endocrine systems"
BIOMS 4090,Principles of Virology,3,Graded,Fall,"BIOMI 2900 or permission of instructor. Recommended prerequisite: BIOMG 3300-BIOMG 3320, BIOMG 4320",,BIOMI 4090,(PBS-AS),,,"Covers principles of virology that will give a broad understanding of how viruses infect and cause disease.  Topics include the classification of viruses, virus entry, genome replication and assembly, and virus pathogenesis. Particular emphasis is placed on virus-host cell interactions and common features between different viral families. Recommended for those planning to attend medical school, graduate school or Veterinary college, or just interested in what viruses are and how they cause disease"
BIOMS 4150,Essential Immunology,3,Stdnt Opt,Fall,"highly recommend basic courses in microbiology, genetics, and cell biology",,,(PBS-AS),,,"Survey of immunology, with emphasis on the cellular and molecular bases of the immune response. Recommended for those planning to attend medical, graduate, or veterinary school, those pursuing careers in health-related fields, or those interested in how they body defends itself against disease"
BIOMS 4310,Medical Parasitology,2,Graded,Fall,"any of the following: BIOEE 1610, BIOEE 1780, BIOEE 1180, BIOEE 2640, BIOEE 2670, BIOEE 2740; NS 2750; BIOMI 2900, BIOMI 3970; EAS 1700, BIOG 1105, BIOG 1106, or one semester college-level biology or majors-level biology, or equivalent course",,BIOMI 4310,,,,"Systematic study of arthropod, protozoan, and helminth parasites of public health importance, with emphasis on epidemiologic, clinical, and zoonotic aspects of these parasitisms"
BIOMS 4400,Tools for a Lifelong Career in Research,1,Graded,Fall,20 credit hours in science and/or technology courses,,ANSC 4400,,,,"The purpose of the course is to provide students with both general strategies and specific tools that facilitate a lifelong career in research. Long-term planning and future adaptability are course features. Keys to a successful and satisfying research career will be emphasized using historic examples including several from Cornell. The students will learn strategies for accessing, storing, mobilizing and integrating information in ways that support the development of novel research ideas. Each stage of the research career will be discussed including strategies for balancing both career success and personal satisfaction"
BIOMS 4980,Undergraduate Supervised Teaching,1-4,Stdnt Opt,"Fall, Spring",,,,,,,Students assist in teaching a course appropriate to their previous training. Students meet with a discussion or laboratory section and regularly discuss objectives with the course instructor
BIOMS 7900,Seminars in Stem Cell Research,1,Sat/Unsat,"Fall, Spring",,,,,,,"This course is organized as work-in-progress presentations by faculty, post-docs, and students participating in stem cell research. Each student in the Cornell Training Program in Stem Cell Research presents one seminar per year based on their research. The student then meets with the thesis committee members for an evaluation of the presentation"
BIONB 1220,FWS: Special Topics in Neurobiology and Behavior,3,Graded,"Fall, Spring",,,,,,,The First-Year Writing Seminar is about introducing concepts in neuroscience and behavior and writing extensively about them. Topics vary by section
BIONB 2210,Neurobiology and Behavior I: Introduction to Behavior,3,Stdnt Opt,"Fall, Summer",two majors-level biology courses,,BIONB 2210,"(OPHLS-AG, PBS-AS)",,,"General introduction to the field of animal behavior. Topics include evolution and behavior, behavioral ecology, sociobiology, chemical ecology, communication, orientation and navigation"
BIONB 3220,Hormones and Behavior,3,Graded,Fall,any one of the following: PSYCH 2230 or BIONB 2210 or BIONB 2220 or two biology courses plus psychology course,,"PSYCH 3220, PSYCH 7220",(PBS-AS),,,"Covers comparative and evolutionary approaches to the study of the relationship between reproductive hormones and sexual behavior in vertebrates, including humans. Also hormonal contributions to other social behavior (parental behavior, aggression, mating systems), stress, learning and memory, and biological rhythms"
BIONB 3230,"Behavioral Ecology, Evolution and Genomics",4,Graded,Fall (offered alternate years),BIONB 2210,,,(PBS-AS),,,"This course provides hands-on experience with modern methods for studying animal behavior both in the field and in the laboratory. Class projects will be complemented with a series of workshops and demonstrations of methods. Topics include experimental design, animal tracking, animal color analysis, sound analysis, chemical analysis, capture/marking methods, determining relatedness, measuring social behavior, and behavioral statistics in R"
BIONB 3240,Behavioral Neuroscience Laboratory,4,Graded,Fall,,,"PSYCH 3240, PSYCH 6240",(PBS-AS),,,"This course is designed to provide an introduction to experimental research on the neural basis of behavior and cognition in animals. Topics will include basic neuroanatomy and neurophysiology, neural and hormonal control of behavior, and learning and memory. Students will gain extensive hands on experience with a variety of laboratory techniques, and animal species, and behaviors"
BIONB 3920,Drugs and the Brain,4,Stdnt Opt,Fall (offered alternate years),BIONB 2220 or equivalent course in neurobiology by permission of instructor. Recommended prerequisite: knowledge of biochemistry,,,(PBS-AS),,,"Introduction to neuropharmacology, with an emphasis on the neural mechanisms of psychoactive drugs. Topics include a brief introduction to neuropharmacology and a discussion of the major neurotransmitter families. The rest of the course covers the major psychoactive drugs, including cocaine, heroin, psychedelics, marijuana, and alcohol, as well as pharmaceuticals for the treatment of anxiety, schizophrenia, and depression. Includes a term paper in the form of a grant proposal to study a current problem in neuropharmacology. The course will use i-Clickers, which the students should have before the first class. BIONB3920 website"
BIONB 4200,Topics in Neurobiology and Behavior,2,Sat/Unsat,"Fall, Spring",,,,(OPHLS-AG),,,Courses on selected topics in neurobiology and behavior; can include lecture and seminar courses. Topics vary by section; see Class Roster
BIONB 4380,Topics in Computational Methods for Neurobiology & Behavior,3,Graded,Fall,basic calculus is recommended,,,(PBS-AS),,,"This course is intended for advanced undergraduate and graduate students interested in computational methods for analyzing neural and behavioral data. Potential topics include signal processing, spectral analysis, information theory, cluster analysis, fitting parametrized models and maximum entropy models. We will also look at applications of modern machine learning techniques to scoring, analyzing and interpreting data. Although the course will be geared towards students who are new to computational methods, familiarity with calculus is recommended. Students will be asked to give a short oral presentation at the end of the semester on the use of methods from the class to analyze a real dataset"
BIONB 4700,Biophysical Methods,3,Stdnt Opt,Fall,solid knowledge of basic physics and mathematics through sophomore level. Recommended prerequisite: knowledge of cellular biology,,"AEP 4700, BME 5700, VETMM 4700",(PBS-AS),,,"Overview of the diversity of modern biophysical experimental techniques used in the study of biophysical systems at the molecular, cellular, and population level. Emphasis is placed on groundbreaking methods behind recent Nobel Prizes and other techniques likely to be encountered in cutting-edge research and industry. Topics include: 1) super-resolution, multi-photon, and single molecule microscopy, 2) crystallography and structural biology methods used to characterize DNA, RNA, proteins, cells, tissues, 3) microfluidics, ""lab-on-a-chip"", and single cell culture techniques, 4) molecular dynamcis simulations, stochastic modeling, and physical models of a cell, and 5) next-generation sequencing, protein engineering, synthetic biology, genome editing, and other experimental techniques at the intersection of applied physics and biological engineering"
BIONB 7201,Research Design in the Study of Animal Social Behavior,1,Sat/Unsat,"Fall, Spring",,,,,,,A weekly journal club-style discussion. Graduate students may be expected to present a summary of their research or a summary of research in the literature related to their thesis once per year
BIONB 7202,Topics in Neural Basis of Behavior,1,Sat/Unsat,"Fall, Spring",,,,,,,A weekly journal club-style discussion. Graduate students may be expected to present a summary of their research or a summary of research in the literature related to their thesis once per year
BIONB 7210,Introductory Graduate Survey in Neurobiology and Behavior,2,Sat/Unsat,"Fall, Spring",,BIONB 2210 (Fall) and BIONB 2220 (Spring),,,,,"Designed to assist students in mapping their graduate careers and in choosing and pursuing transformative and tractable thesis topics. The core of the course will be open-ended discussions directed by paired neurobiology and behavioral ecology faculty on novel research frontiers in the study of mechanisms and the evolution of behavior (including in the zone of their conceptual intersection). Occasional laboratory experiences may also be included. Professional development topics will include how to: navigate graduate school, allocate time between reading, thinking creatively, and investing in research, design experiments, write grant proposals, give talks, and publish peer-reviewed papers"
BIONB 7640,Plant-Insect Interactions Seminar,1,Sat/Unsat,"Fall, Spring",,,"BIOEE 7640, ENTOM 7640",,,,"Group intensive study of current research in plant-insect interactions. Topics vary from semester to semester but include chemical defense, coevolution, insect community structure, population regulation, biocontrol, tritrophic interactions, and mutualism"
BME 1110,Seeing Science in Action,1,S/U NoAud,Spring,,,,,,,"The goal of this ""Learning Where You Live"" course is for students to see and understand the actual practice of scientific research. Too often science is taught as a collection of static facts in a book when science professionals think of it as a highly creative and collaborative process for discovery. Many students leave science degree programs before they even have a chance to see how science really ""works,"" let alone actually participate. In this course, students will be learning about and seeing cutting-edge research in modern laboratories. Critically, they will see what the practice of science is like. The course will have three modules, each centered on the lab of a different Cornell faculty member. First, there will be a lecture by the STEM faculty member on their research that is targeted to the freshmen audience and emphasizes the importance of work, its application, and the process of discovery and exploration that is intrinsic to the research. During the ~2 weeks following the lecture, students in the course will spend a one day shadowing graduate students and post-docs in the STEM faculty member's lab. Students will write a short description of what they saw and how it relates to the broader goals of the lab they learned about from the lecture. After all students have shadowed, there will be a second meeting that includes the students, and the scientists they shadowed, and the STEM faculty member. The focus of this second meeting will be discussing the experiments they saw, how they worked, how those measurements connect to the bigger picture goals for the laboratory and the project, as well as the nature of the relationships among the graduate students, post-docs, and faculty that enable this research. Finally, students will read and critically analyze a paper from the faculty member's lab, with a third and final meeting to discuss how this final scientific product relates to the people, experiments, and process of science they saw in the lab and discussed. These activities will give students incredible insight into how science is done and its inherent excitement"
BME 2000,Biomedical Transport Phenomena,3,Graded,Fall,,MATH 2930 or equivalent,ENGRD 2202,,,,"Quantitative analysis of transport phenomena in physiological systems, including fluid mechanics and mass transfer. Fluid statics, mass and momentum conservation, laminar and turbulent flow, microscale and macroscale analytical methods, mass transport with biochemical reactions, applications to transport in tissue and organs"
BME 2210,Biomaterials: Foundations and Application in Medicine,3,Graded,Fall,"Prerequisite: BIOMG 1350, BME 2010 or BIOG 1440 or equivalent, CHEM 2090",,,,,,"This course focuses on the fundamental understanding of implantable materials with respect to their design, analysis and use in human health. The class content includes the fundamentals of materials synthesis/fabrication, methods of characterization/analysis, interactions between materials with tissues, quantitative analysis of material properties and how materials are used to impact human health"
BME 3010,Cellular Principles of Biomedical Engineering,3,Graded,Fall,"BIOMG 1350 or BIOG 1440/BIOG 1445 or BIOMG 3300, MATH 2930 or permssion of instructor",,,,,,"Integration of mammalian cell biology with engineering modeling principles, put into the context of medical pathology and disease states. Consists of three modules: (1) cell culture techniques/receptor ligand interactions, (2) cellular trafficking, and (3) signal transduction"
BME 3030,Measurement and Instrumentation in Biomedical Engineering,3,Graded,Fall,"BME 2010, BME 2310",,,,,,"This course aims to help students develop the mindset and skills necessary to produce high-quality measurements of a physiological or biological variable. The emphasis will be on helping students develop a broad perspective on biological and biomedical measurement, including carefully identifying the variables that should be measured to quantify a physiological or biological function, determining an approach to measuring that variable that includes tradeoffs of different approaches and integrates sensor design, designing a system to make the measurement with appropriate controls and calibrations, taking high quality data, processing this data and determining the accuracy and precision of the measurement and the degree to which it reflects the underlying biological or physiological function, and finally interpreting the measurements and describing how they could be used for research or diagnostic purposes. The course will build through increasingly open-ended measurement problems. Examples that emphasize mechanically, electrically, chemically, and optically-based measurements will be explored"
BME 4010,Biomedical Engineering Analysis of Metabolic and Structural Systems,3,Graded,Fall,"ENGRD 2020, BIOMG 1350 or BME 2010 or BIOG 1440",,MAE 4660,,,,"This course focuses on applying techniques of engineering analysis to quantify function of human physiologic systems. Topics of study include the cardiovascular, respiratory, musculoskeletal, and renal systems. Emphasis will be placed on relating tissue structure to organ function on micro-and macroscales"
BME 4080,Biomedical Engineering Design I,3,Graded,Fall,"BME 3030, BME 4190 or BME 4390 or BME 4490",,,,,,"This course articulates fundamental engineering design theory and practice for biomedical engineering applications. Design specification establishment, tolerance/robustness, validation, and documentation strategies are presented. Product archaeology, human factors, FDA/Insurance regulatory concepts, and product lifecycle/iteration are also pursued through lectures and case studies"
BME 4190,"Laboratory Techniques for Molecular, Cellular, and Systems Engineering",4,Graded,Fall,"BME 3010, BME 3020, BME 3110 or BME 3210",,,,,,"This class will provide students with the skills needed for the design, fabrication, and characterization of experimental approaches relevant to Molecular, Cellular, and Systems engineering. Lectures will integrate three modules: the first module will focus on stem cell biology, differentiation, and characterization. The second module will provide a thorough understanding of polymeric scaffold design and characterization for tissue engineering applications. The third module will focus on analytic techniques suitable to analyze molecular, cellular, and systems-level signaling changes of cells in response to varied microenvironmental context. All three modules will be taught in a manner that will enable students to design and implement experimental approaches for cell manufacturing, tissue regeneration, and drug testing"
BME 4390,"Circuits, Signals and Sensors: Instrumentation Laboratory",4,Graded,Fall,"engineering common math/phyics complete, CS 1112, BME 2310 or equivalent",,,,,,"This class will provide students with the skills needed for the design and fabrication of biomedical and bioanalytical instrumentation. In lecture cover analog and digital electronics, optoelectronics and programing required for microprocessor use (C/C++). The level of electronics covered is equivalent to PHYS 3600/AEP 3610 (level of Horowitz and Hill) with the addition of exposure to schematic and printed circuit board layout using (CAD) software. Emphasis is on designing and building analog circuitry for sensors (electrochemical, flow, pressure), photodetectors and other measuring devices, analog to digital conversion and interfacing. Basic optics and opto-electronics is covered with a focus on areas relevant to biomedical imaging and bioanalytical device design. Lectures will be coordinated with lab exercises to provide experience with the material being covered in lecture. Lab exercises include hands-on building of circuits and optical set-ups, and exposure to schematic capture/PCB layout software (Eagle CAD) as well as SPICE simulation software. This course serves as an introduction to the array of skills needed by biomedical engineers who chose to focus on instrument design and imaging"
BME 4490,Biomechanics Laboratory,4,Graded,Fall,BME 3410 or BME 3210,,,,,,"This course focuses on mastering experimental techniques related to measuring the mechanical behavior of biomedical materials and biological tissues. Students will learn techniques for measuring mechanical properties of cardiovascular and musculoskeletal tissues in tension, compression, shear, and bending. Students will learn to apply non-linear models to describe the behavior of elastic, viscoelastic, poroelastic, and hyperelastic materials"
BME 4900,Independent Undergraduate Project in Biomedical Engineering,1-8,Stdnt Opt,"Fall, Spring",,,,,,,Research or projects by an individual or a small group of undergraduates
BME 4970,Undergraduate Teaching in Biomedical Engineering,3,Graded,"Fall, Spring",,,,,,,"The student assists in teaching a biomedical engineering course appropriate to their previous training. The student may meet with a discussion or laboratory section, prepare course materials, grade assignments, and regularly discuss objectives and techniques with the faculty member in charge of the course"
BME 5010,Bioengineering Seminar,1,Sat/Unsat,"Fall, Spring",,,,,,,Students must attend and report on 10 self-selected seminars to fulfill the requirements of the course
BME 5100,Clinical Preceptorship for Biomedical Engineers,2,Graded,"Fall, Spring",,,,,,,"Preceptorship, is a well-known process in healthcare education and described as a short term relationship between a student as novice and an experienced health care professional, who provides individual attention to the student's learning needs within a clinical environment. The BME 5100 leverages this methodology and enable our students to experience the dynamics of a clinical environment, observe the routine practice of a clinician, identify potential needs, and through a formal process evaluate the merits and provide ideas on how to address these perceived needs. The instructor will educate the students about the clinical environment, dress and behavior code, interaction with hospital staff and patients, as well as monitor and manage each student-preceptor team. The instructor and other engineering faculty will also review the student's experiences and assist in any assignments the preceptor may have given to the student. The preceptor will guide the student with in depth knowledge of the related anatomy, physiology and pathology associated with his specialty. The preceptor will also provide the student the ability to participate and observe as well as generate weekly assignments. The sponsoring institution and the preceptors are very interested in the identified problems, the ideas resultant of the process, and how these ideas could be addressed by applying principles of engineering. The student will provide feedback in the form of a final report as well as an on-site poster presentation at the end of the academic year. The merited ideas will be placed in the pipeline for the sponsored design projects (BME 5910, BME 5920)"
BME 5390,Biomedical Materials and Devices for Human Body Repair,2-3,Stdnt Opt,Fall,college-level chemistry or biology,,FSAD 4390,,,,"Surveys materials and devices for repair of injured, diseased, or aged human tissues/ organs. Includes properties of synthetic and biological materials, wound healing processes, medical devices for repair of wounds, blood vessels, hearts, joints, bones, nerves, male impotence, vision/hearing/voice, and drug control/release"
