Code,Title,Credits,Grading,Semesters Offered,Prerequisites,Corequisites,Crosslisted,Distribution Category,Breadth Requirement,Forbidden Overlap,Description
VTMED 6602,Laboratory Animal Medicine,2,Graded,"Fall, Winter, Spring, Summer",VTMED 5510,,,,,,"Laboratory animal medicine is a diverse field in which veterinarians directly impact on the well-being of animals used in research, teaching and testing. Lab animal veterinarians assist researchers in achieving their goals, while encouraging replacement, reduction, and refinement of animal use. Treatment of animals and preparation of preventive medicine programs requires the laboratory animal veterinarian to have knowledge of the biology and comparative medicine of a wide variety of species. It is also essential for laboratory animal veterinarians to have knowledge of research methodologies, and animal models of disease as well as a good understanding of state and federal regulations, and guidelines governing the use of animals. In addition, occupational health and safety, and animal facility design are important parts of an institutional animal care program, to which laboratory animal veterinarians have input. The diversity of species, and the novel circumstances that arise regularly in this field make laboratory animal medicine an exciting and unique discipline of veterinary medicine"
VTMED 6603,"Clinical Wildlife, Exotic, and Zoo-Animal Medicine",2,Graded,"Fall, Winter, Spring, Summer",VTMED 5510,,,,,,"Introduces students to primary medical care of non-traditional pet species, zoo animals, and native wildlife. Students, directly supervised by the attending clinician, are responsible for the assessment, physical examination, and medical management of exotic animal species presented to the Cornell University Hospital for Animals. Other opportunities available to assist in the development of clinical skills in wildlife-, zoo- and exotic- animal medicine include the wildlife health center cases, ongoing wildlife research and service projects, and trips to the Rosamond Gifford Zoo during the rotation. Successful completion of the course requires satisfactory performance during this 14-day clinical rotation"
VTMED 6605,Special Opportunities in Clinical Veterinary Medicine,2-8,Sat/Unsat,"Fall, Winter, Spring, Summer",VTMED 5500 and VTMED 5510,,,,,,"Provides opportunities for students who have completed the prerequisites to explore professional areas of clinical interest not available in the regular curriculum. Experiences must be spent in consecutive 2 - 6 weeks blocks at outside teaching hospitals, research laboratories, or zoological facilities (1 week = 7 days and consists of a minimum of 45 hours of clinical working experience. (Be sure to plan work accordingly around holidays when facility may be closed). Students must submit proposals at least one month prior to the start date of the experience to allow for review/approval by the Block VI course leaders. On-site DVM supervisors must be willing to submit a formal evaluation for each student at the conclusion of the experience. Other than medical and family emergencies, student absences are not permitted; maximum of two days absent beyond which make up days/times will apply"
VTMED 6608,Clinical Oncology,2,Graded,"Fall, Winter, Spring, Summer",VTMED 5510,,,,,,"Management and prevention of cancer in companion animals represents a significant component of the practice of veterinary medicine. The focus of this clinical rotation is the development of a comprehensive set of skills necessary for a veterinarian to become an advocate for the client/patient with cancer. These skills include appropriate initial evaluation of animals with cancer; sensitive and effective client and referring-veterinarian communication; ability to access relevant information from numerous sources related to cancer management; and ability to understand and apply principles of surgical, medical, and radiation oncology as well as techniques specifically related to minimize pain and treatment-related effects in cancer patients"
VTMED 6615,Special Topics in Ambulatory and Production-Animal Medicine,2,Graded,"Fall, Winter, Spring, Summer",,,,,,,"Provides specialized opportunity in Production Medicine. Consists of participation in an experience designed to improve knowledge and skills regarding production systems. Examples of focus areas include livestock production medicine, poultry and fish farming, milk quality assessment, small ruminant medicine, herd management experience, and specialized diagnostic testing. This course is available in 2 week increments after application to the course leader at least one month in advance of the rotation. Presentation of the completed experience to a student club or in Ambulatory rounds is required"
VTMED 6616,Small Animal Dentistry and Oral Surgery,2,Graded,"Fall, Winter, Spring, Summer",,,,,,,"This rotation is designed to introduce students to clinical small animal dentistry and oral surgery. By the end of the rotation, students are expected to be capable of: performing a thorough oral examination, obtaining and interpreting intraoral radiographs, discussing appropriate therapeutic options, performing basic periodontal procedures and simple and surgical extractions, and administering pertinent regional nerve blocks"
VTMED 6618,Clinical Neurology,2,Graded,"Fall, Winter, Spring, Summer",VTMED 5510,,,,,,"The Neurology/Neurosurgery (NNS) clinical rotation at Cornell University's College of Veterinary Medicine is a 2 week time period in which the student is directly involved in the diagnosis and treatment of animals with a diverse array of neurologic disorders. Although primarily devoted to dogs and cats, we occasionally consult with other services such as large animal medicine and surgery. The student is expected to assist in all aspects of the rotation, including patient receiving, medical and surgical treatments, client communication, and record-keeping. In addition to clinical exposure, the student will be taught principles of clinical neurology during ""sit-down"" topic rounds. The primary goal of the rotation for the student is for the student to become comfortable in performing and correctly interpreting the neurologic examination in a clinical setting. A secondary goal is the accumulation and application of practical clinical knowledge pertaining to neurologic disease of companion animals"
VTMED 6620,Introduction to Ambulatory Primary Care Medicine,1,S/U NoAud,"Fall, Spring, Summer",,,,,,,"This a clinical service rotation in which students accompany ambulatory clinicians on farm and stable calls and learn the skills and procedures necessary for operation of a modern veterinary practice offering primary care and production medicine services to large-animal clients. Routine herd health visits are conducted for cattle, horses, sheep, goats, and swine. Reproductive evaluations (including pregnancy and fertility examinations), sick and lame animal evaluation and treatment, and other health maintenance procedures make up the majority of nonemergency work. Emergencies are usually obstetric cases, injuries, and acute illness. In addition to assisting with routine scheduled work, students participate in diagnosis and medical or surgical treatment of ill or injured animals. This includes rotating assignments for night and weekend duty"
VTMED 6626,Introduction to Small Animal Clinical Neurology,1-4,GradeNoAud,Summer,"Familiarity with UVIS and ability to perform a physical examination (i.e. completion of Block VII's physical examination section), and completion of first-year Neuroanatomy course",,,,,,"This course will allow you to gain familiarity with neurologic clinical practice prior to rotations. Having a solid comfort level with neurologic examinations and neurolocalization is essential, as neurologic diseases are common in practice. This course will provide experience with examinations, neurolocalization and clinical management of intracranial, spinal, and neuromuscular disease. Students will take part in all aspects of case management, by initially shadowing senior students, then functioning more independently as they gain more confidence, while under close supervision of residents and the Chief on duty. This will include practice with clinical histories, examination, neurolocalization, medical records, and treatments. Students will also participate in clinical and didactic teaching rounds.  Management, diagnostic, and treatment options for use in general and referral practices will be discussed"
VTMED 6627,Farrier Skills for Veterinarians,2,Graded,"Fall, Winter, Spring, Summer",,,,,,,"This course will provide an opportunity for 4th year veterinary students with an equine background and interest to work with Cornell University Resident Farrier learning proper hoof trimming and balancing for conformation, horse shoe selection, fabrication, modification, and attachment modalities. Causes of lameness and underperformance relating to shoeing will be covered. Practical skills will be emphasized"
VTMED 6628,Clinical Sports Medicine and Rehabilitation,2,Graded,"Fall, Winter, Spring, Summer",,,,,,,"The Clinical Sports Medicine and Rehabilitation Service focusses heavily on mobility and function and sees a variety of patients including primary lameness workups, post-surgical rehabilitation, sport dog conditioning, and geriatric care. Foundation coursework in both physiology and musculoskeletal anatomy are applied to clinical cases from movement to healing to pain control. Lameness workups include orthopedic and neurological examinations as well as functional assessment, objective gait analysis, and pain scoring. Various modalities including but not limited to water therapy to neuromuscular electrical stimulation (NMES), therapeutic laser, acupuncture, extracorporeal shockwave, therapeutic ultrasound, and regenerative medicine will be introduced and incorporated as indicated. The course will foster a unique clinical thought processes as a physical therapist to identify impairments and functional deficits, allowing for the development of appropriate physiotherapy goals and exercises"
VTMED 6737,International Experiences in Wildlife Health and Conservation,1-2,Sat/Unsat,"Winter, Summer",,,,,,,"The goal of the course is to provide students with the opportunity to learn about various non-native species and to gain hands on experience working with these animals in a safe and supportive environment. Students will also have the opportunity to learn about local cultures and, through lectures, discussions and site visits, learn how the work that wildlife sanctuaries, refuges, and bioparks in these developing nations is  helping to conserve their natural resources. Students will be graded on participation in daily clinical activities and case rounds, teamwork, organizational skills, medical records, professionalism, and punctuality"
VTMED 6741,Wellness and Sterilization Clinics Abroad,1-2,Sat/Unsat,"Fall, Spring, Summer",,,,,,,"This course aims to provide students an opportunity to build clinical skills in settings abroad. Working with local grassroots animal welfare organizations and pet owners in small communities, we will learn how to communicate with them to take medical histories and educate them on aspects of pet health and wellness, and learn more about the human/animal bond in other countries. Students will participate in sterilization surgery procedures with supervision and instruction of veterinarians. Participants will also have opportunities to learn about local cultures and veterinary issues in the areas visited"
VTMED 6798,Special Projects in Veterinary Medicine,0.5-4,Stdnt Opt,"Fall, Spring, Summer",,,,,,,"Students work individually with a faculty member to pursue an area of particular interest that, typically, is not part of the established curriculum. Specific course objectives and course content are flexible and reflect the expertise of the faculty. Special projects also include opportunities to gain teaching experience by assisting faculty in selected veterinary courses. Contact faculty to identify teaching opportunities or other special projects"
