Code,Title,Credits,Grading,Semesters Offered,Prerequisites,Corequisites,Crosslisted,Distribution Category,Breadth Requirement,Forbidden Overlap,Description
ASIAN 3332,The Barbarians,3,Stdnt Opt,,,,"ANTHR 3416, ANTHR 6416, ASIAN 6632",,,,"The idea of the barbarians is as old as civilization itself. But what is a barbarian, and what is the role that barbarians play, as the savage enemies of civilization? In this course we will address such questions by looking at how different civilizations have imagined their barbarians, ranging from their key role in Greek drama, and as infidels in religious conceptions, to Chinese walls, and American savagery. We will examine both historical examples, and the barbarians of today -- the terrorists and insurgents so often framed as dark and primitive, in contrast with ourselves. Through readings and visual materials, we will seek to discover what these barbarians have in common. We will look comparatively for the underlying patterns of history that the barbarians are drafted from, to draw a new picture of the barbarians. At the same time, we will arrive at a new understanding of civilization as such, as well as of the general nature of human inequality, and how it is justified.   "
ASIAN 3334,Southeast Asian Politics,4,Stdnt Opt,Spring,,,GOVT 3443,(HA-AS),(GB),,"This course will give students the historical background and theoretical tools to understand the politics of Southeast Asia, one of the world's most diverse and fascinating regions. The first part of the course traces Southeast Asia's political development from the colonial period to the present day, examining common themes such as decolonization, state building, war and insurgency, ethnic relations, democratization, economic development, and nationalism. The second part of the course focuses on key issues in contemporary Southeast Asian politics, including political culture, representation and mass politics, globalization, regional politics, and civil violence. Our course will concentrate primarily but not exclusively on the six largest countries in the region-Burma, Indonesia, Malaysia, the Philippines, Thailand, and Vietnam-using the comparative method to understand variation across time, across countries, and within countries"
ASIAN 3344,Introduction to Indian Philosophy,4,Graded,Spring,,,"CLASS 3674, PHIL 2540, RELST 3344",(KCM-AS),(GHB),,"This course will survey the rich and sophisticated tradition of Indian philosophical thought from its beginnings in the speculations of Upanishads, surveying debates between Hindus, Buddhists, Jains and materialistic philosophers about the existence and nature of God and of the human soul, the nature of knowledge, and the theory of language"
ASIAN 3350,The Arts of Southeast Asia,4,Stdnt Opt,Spring,,,"ARTH 3850, VISST 3696",(CA-AS),(GHB),,"The arts of Southeast Asia are studied in their social context, since in traditional societies creative processes are often mapped on the sequence of events that compose human lives. We will be looking particularly at the gendered ways in which bodies are mapped on the land, and how these various framings are often reflected in the unique relationships that emerge between works of art and textual sources"
ASIAN 3356,"Performing Angkor: Dance, Silk and Stone",2,Stdnt Opt,,,,ARTH 3856,,,,No description available
ASIAN 3376,Digital Asia,4,Stdnt Opt,Spring,,,"ASIAN 6676, FGSS 3376, FGSS 6676",(CA-AS),(GB),,"New media remain central to ongoing struggles over the constitution of the public sphere in Asia. In high measure, censorship affects the Internet and visual media (including digital, independent cinema), and government agencies are particularly wary of the viral qualities of new media. Extensive state investment into Internet control is offset by the fact that the Internet remains a primary site of political dissent and organizing. New media and communications technologies further continue to engender novel forms of political expression and notions of collectivity. In the past few years activists and artists as well as mass publics have thus forged distinct modes of expression in and around new media that, while frequently evading state prohibition, nevertheless present incisive political critique. The course will examine features unique to digital media—such as the viral, mimetic, archival, and amplificatory properties of the Internet—and ask how politicized media make use of these features to intervene into contexts of censorship and occlusion. We will draw on Asian media contexts also to interrogate assumptions about progressive politics. Investigating the logics of contemporary digital media in relation to the field of political expression, the course complicates received notions of non-Western political public spheres as illiberal, or lagging behind a stage of political development posited as normative"
ASIAN 3396,Transnational Local: Southeast Asian History from the Eighteenth Century,4,Stdnt Opt,Spring,,,"ASIAN 6696, HIST 3960, HIST 6960",(HA-AS),(GB),,"Surveys the modern history of Southeast Asia with special attention to colonialism, the Chinese diaspora, and socio-cultural institutions.  Considers global transformations that brought ""the West"" into people's lives in Southeast Asia.  Focuses on the development of the modern nation-state, but also questions the narrative by incorporating groups that are typically excluded.  Assigns primary texts in translation. "
ASIAN 4400,Tibetan Buddhism,4,Graded,Spring,one course on asian religion or permission of instructor,,RELST 4400,(CA-AS),(GB),,"This course is an exploration of the development of the Vajrayana tradition through a focus on the myths and stories about, and writings by central figures in what is known in the west as Tibetan Buddhism. A fundamental premise of this course is that any study of Tibetan Buddhism must take into consideration the implications of the dramatic events which have shaped the last sixty years of Tibetan history, and the fracture of meaning caused by the near destruction of this religious world after the communist invasion and subsequent full occupation of Tibet.  Understanding how the lens of exile and a nostalgia for a pre-Chinese invasion history shape current studies of Tibetan Buddhism will be a continuing theme throughout this course.  At the end of this course, it is hoped that students will have a grounded and nuanced understanding of the complexities of this great religious tradition, the implications of its appropriations in the western imagination as an idyllic Shangri-la, and the challenges Tibetan Buddhism faces as a diverse religious tradition as it attempts to rebuild its religious institutions in exile"
ASIAN 4401,Asian Studies Honors Course,4,Multi-Term,"Multi-semester course (Fall, Spring)",Admission to honors program,,,,,,Supervised reading and research on the problem selected for honors work
ASIAN 4402,Asian Studies Honors: Senior Essay,4,Graded,"Multi-semester course (Fall, Spring)",admission to honors program,,,,,,"The student, under faculty direction, prepares an honors essay"
ASIAN 4404,Supervised Reading,1-4,Stdnt Opt,Spring,,,,,,,Intensive reading under the direction of a member of the staff
ASIAN 4423,The City: Asia,4,Stdnt Opt,Spring,,,"ASIAN 6623, FGSS 4504, FGSS 6504, PMA 4504",(CA-AS),(GB),,"This course uses the lens of temporality to track transformations in notions of urban personhood and collective life engendered by recent trans-Asia economic shifts. We will develop tools that help unpack the spatial and cultural forms of density and the layered histories that define the contemporary urban fabric of cities such as Hanoi, Bangkok, Shanghai, and Hong Kong. The course combines the investigation of the cinemas and literatures of the region with the study of recent writing on cities from Asian studies, film studies, queer theory, urban studies, political theory, religious studies, cultural geography, literary theory, and anthropology"
ASIAN 4429,Vitality and Power in China,4,Graded,Spring,,,"BSOC 4911, CAPS 4931, HIST 4931, HIST 6931, RELST 4931, STS 4911",(HA-AS),(GB),,"Chinese discourses have long linked the circulation of cosmic energies, political power, and bodily vitalities. In these models political order, spiritual cultivation, and health are achieved and enhanced through harmonizing these flows across the levels of Heaven-and-Earth, state, and humankind. It is when these movements are blocked or out of synchrony that we find disordered climates, societies, and illness. In this course, we will examine the historical emergence and development of these models of politically resonant persons and bodily centered polities, reading across primary texts in translation from these otherwise often separated fields. For alternate frameworks of analysis as well as for comparative perspectives, we will also examine theories of power and embodiment from other cultures, including recent scholarship in anthropology and critical theory"
ASIAN 4434,Muslim Resistance: Shi'a Islam in Asia,4,Stdnt Opt,Spring,one course in the humanities,,"ASIAN 6634, NES 4634, RELST 4434",(HA-AS),(GB),,"With sectarian conflicts and discussions on orthodoxy and heresy dominating the headlines, it becomes important to better understand the relationship between Muslim majorities and minorities. This seminar focuses on Shi'a Muslims, a minority group that has existed alongside the Sunni majority since the first century of Islam. Focussing on the Asian region (e.g. Pakistan, Central Asia, Indonesia) and its transnational connections to the Middle East and Iran, the course will examine the emergence of Shi'a Islam as well as its ongoing transformation in the realm of politics, ritual, literature, the arts and more"
ASIAN 4437,Topics in Tamil Studies,2,Stdnt Opt,Fall or Spring (weeks 8-16),,,,,,,Topics will change in relation to curricular needs in the South Asia Program and the Department of Asian Studies
ASIAN 4443,Work and Labor in China,4,GradeNoAud,Spring,,,"CAPS 4355, ILRIC 4355",(SBA-AS),(GB),,"This course provides an overview of the various features of work and labor in contemporary China. After a brief section on historical background, we will analyze how market reforms have impacted work for Chinese employees, and how unions, employers, the state, NGOs, and workers themselves have responded to these changes. Additionally, this course will situate China's changing labor relations within the broader global context"
ASIAN 4459,History of Book in China,4,Stdnt Opt,,,,ASIAN 6660,,,,No description available
ASIAN 4466,Buddhists and Muslims: Asian Interactions,4,Stdnt Opt,Spring,,,"ASIAN 6666, RELST 4465, RELST 6665",(HA-AS),(GHB),,"In popular discourses, Buddhism and Islam are now often conceptualized as sharply contrasting religious traditions. Moreover, tensions between Buddhists and Muslims now feature strongly in some contemporary Asian social and political arenas. However, historically, interaction between Buddhism and Islam, and between Muslims and Buddhists, reveals many striking instances of co-presence, and interdependence in Asian contexts. For instance, Buddhists and Muslims shared pilgrimage sites and trade routes, sometimes facilitating the growth of one another's religious communities.  Moreover, the expansion of these religious traditions often involved comparable patterns of patronage and localization. We explore the co-presence of Buddhists and Muslims in Asia thematically, using case studies from diverse Asian locations, from late 1st millennium A.D. to the present day. In doing so, we will come to understand the distinctive post-colonial and later capitalist dynamics that contribute to Buddhist-Muslim political violence in Asia"
ASIAN 4487,Threads of Consequence: Textiles in South and Southeast Asia,4,Graded,Spring,,,"ARTH 4855, ARTH 6855, ASIAN 6644, VISST 4855, VISST 6855",(CA-AS),(GB),,"This seminar explores how patterned cloths serve as a symbolic medium, functioning on multiple levels of understanding and communication. As spun, dyed, and woven threads of consequence, textiles can be seen to enter into all phases of social, economic, political, religious, and performance processes, often assuming unusual properties and attributes. As bearers of talismanic messages, signifiers of rank, and as the recipients of influences from maritime trade and touristic demand, textiles are read between the folds of complex exchange mechanisms in South and Southeast Asia"
ASIAN 5505,Methodology of Asian Language Learning and Teaching,2,Graded,Spring,,,,,,,"This course presents theories of language teaching and learning, and shows how they apply to Asian language course structure, classroom instruction, and assessment techniques.  Students will observe classes taught by experienced teachers, discuss language learning theory and practice, and design and implement their own class activities. "
ASIAN 6612,Japanese Bibliography and Research Methods,1,Graded,Spring,,,,,,,"This course is intended to make students aware of and give them direct experience with the key reference works available for Japanese studies (both print and digital), as well as to expose them to academic standards and practices of research and writing within a given discipline"
ASIAN 6613,Southeast Asian Bibliography and Research Methods,1,Stdnt Opt,Spring,,,,,,,"Covers practical bibliographical skills and research methods necessary to accomplish quality research in the field of Southeast Asian Studies.  During the semester we will explore resources available at the Cornell University Libraries, those provided through Library subscription, and resources available elsewhere"
ASIAN 6616,"Zen Buddhism: Ecology, Sustainability and Daily Life",4,Graded,Spring,,,"ASIAN 3316, RELST 3416, RELST 6616",,,,"This course explores the Zen's central religious, historical and aesthetic developments. We read primary sources in translation and secondary sources. We examine the rise of the Ch'an tradition in China and the development of Northern and Southern Schools. In Japan, we examine the establishment of Zen in the Kamakura period, through the development of both Rinzai and Soto Zen, and early transmissions of Chinese texts and practices to Japan through Japanese emissaries. We study the lives and writings of Eisai and Dôgen, and explore how their works influenced later developments in Zen. Next we read works by Hakuin. Last, we study how Zen is implicated in Japanese fascism and later, postwar identity discourses. Finally, we look at Zen in an American context. This course is being taught both as an integrated arts in the curriculum course in collaboration with the Johnson Art Museum and is also part of a ""Internationalizing the Cornell Curriculum.""  An optional 10-day trip to Japan to spend time in Zen temples and a monastery will be offered to students.  Furthermore, students studying Japanese  language can sign up for an optional 1-credit language course exploring Zen practice and arts vocabulary (JAPAN 2216)"
ASIAN 6623,The City: Asia,4,Stdnt Opt,Spring,,,"ASIAN 4423, FGSS 4504, FGSS 6504, PMA 4504",,,,"This course uses the lens of temporality to track transformations in notions of urban personhood and collective life engendered by recent trans-Asia economic shifts. We will develop tools that help unpack the spatial and cultural forms of density and the layered histories that define the contemporary urban fabric of cities such as Hanoi, Bangkok, Shanghai, and Hong Kong. The course combines the investigation of the cinemas and literatures of the region with the study of recent writing on cities from Asian studies, film studies, queer theory, urban studies, political theory, religious studies, cultural geography, literary theory, and anthropology"
ASIAN 6628,Buddhism in Ancient Gandhara,4,Graded,Spring,,,"ASIAN 3328, RELST 3328, RELST 6628",,,,"Ancient Gandhara, modern northwestern Pakistan and eastern Afghanistan, has long captivated the imagination of scholars with its great cultural diversity and haunting Hellenistic Buddhist art. This course explores the history, religion, and culture of Gandhara from the 4th century BCE to the 4th century CE, with a focus on the region's unique expression of Buddhism, especially as it is demonstrated in recently discovered Buddhist manuscripts. We take up the themes of syncretism and hybridity to better understand the encounter between Indian, Iranian, Greek, and Central Asian cultural forms. Students will read Buddhist texts in translation, interpret sculptures, coins, and other visual and material culture, and study trends in secondary scholarship on the region"
ASIAN 6632,The Barbarians,3,Stdnt Opt,,,,"ANTHR 3416, ANTHR 6416, ASIAN 3332",,,,"The idea of the barbarians is as old as civilization itself. But what is a barbarian, and what is the role that barbarians play, as the savage enemies of civilization? In this course we will address such questions by looking at how different civilizations have imagined their barbarians, ranging from their key role in Greek drama, and as infidels in religious conceptions, to Chinese walls, and American savagery. We will examine both historical examples, and the barbarians of today -- the terrorists and insurgents so often framed as dark and primitive, in contrast with ourselves. Through readings and visual materials, we will seek to discover what these barbarians have in common. We will look comparatively for the underlying patterns of history that the barbarians are drafted from, to draw a new picture of the barbarians. At the same time, we will arrive at a new understanding of civilization as such, as well as of the general nature of human inequality, and how it is justified.   "
ASIAN 6634,Muslim Resistance: Shi'a Islam in Asia,4,Stdnt Opt,Spring,one course in the humanities,,"ASIAN 4434, NES 4634, RELST 4434",,,,"With sectarian conflicts and discussions on orthodoxy and heresy dominating the headlines, it becomes important to better understand the relationship between Muslim majorities and minorities. This seminar focuses on Shi'a Muslims, a minority group that has existed alongside the Sunni majority since the first century of Islam. Focussing on the Asian region (e.g. Pakistan, Central Asia, Indonesia) and its transnational connections to the Middle East and Iran, the course will examine the emergence of Shi'a Islam as well as its ongoing transformation in the realm of politics, ritual, literature, the arts and more"
ASIAN 6644,Threads of Consequence: Textiles in South and Southeast Asia,4,GradeNoAud,Spring,,,"ARTH 4855, ARTH 6855, ASIAN 4487, VISST 4855, VISST 6855",,,,"This seminar explores how patterned cloths serve as a symbolic medium, functioning on multiple levels of understanding and communication. As spun, dyed, and woven threads of consequence, textiles can be seen to enter into all phases of social, economic, political, religious, and performance processes, often assuming unusual properties and attributes. As bearers of talismanic messages, signifiers of rank, and as the recipients of influences from maritime trade and touristic demand, textiles are read between the folds of complex exchange mechanisms in South and Southeast Asia"
ASIAN 6660,History of Book in China,4,Stdnt Opt,,,,ASIAN 4459,,,,No description available
ASIAN 6666,Buddhists and Muslims: Asian Interactions,4,Stdnt Opt,Spring,,,"ASIAN 4466, RELST 4465, RELST 6665",,,,"In popular discourses, Buddhism and Islam are now often conceptualized as sharply contrasting religious traditions.  Moreover, tensions between Buddhists and Muslims now feature strongly in some contemporary Asian social and political arenas.  However, historically, interaction between Buddhism and Islam, and between Muslims and Buddhists, reveals many striking instances of co-presence, and interdependence in Asian contexts. For instance, Buddhists and Muslims shared pilgrimage sites and trade routes, sometimes facilitating the growth of one another's religious communities.  Moreover, the expansion of these religious traditions often involved comparable patterns of patronage and localization.  We explore the co-presence of Buddhists and Muslims in Asia thematically, using case studies from diverse Asian locations, from late 1st millennium A.D. to the present day. In doing so, we will come to understand the distinctive post-colonial and later capitalist dynamics that contribute to Buddhist-Muslim political violence in Asia"
ASIAN 6676,Digital Asia,4,Stdnt Opt,Spring,,,"ASIAN 3376, FGSS 3376, FGSS 6676",,,,"New media remain central to ongoing struggles over the constitution of the public sphere in Asia. In high measure, censorship affects the Internet and visual media (including digital, independent cinema), and government agencies are particularly wary of the viral qualities of new media. Extensive state investment into Internet control is offset by the fact that the Internet remains a primary site of political dissent and organizing. New media and communications technologies further continue to engender novel forms of political expression and notions of collectivity. In the past few years activists and artists as well as mass publics have thus forged distinct modes of expression in and around new media that, while frequently evading state prohibition, nevertheless present incisive political critique. The course will examine features unique to digital media—such as the viral, mimetic, archival, and amplificatory properties of the Internet—and ask how politicized media make use of these features to intervene into contexts of censorship and occlusion. We will draw on Asian media contexts also to interrogate assumptions about progressive politics. Investigating the logics of contemporary digital media in relation to the field of political expression, the course complicates received notions of non-Western political public spheres as illiberal, or lagging behind a stage of political development posited as normative"
ASIAN 6696,Transnational Local: Southeast Asian History from the Eighteenth Century,4,Stdnt Opt,Spring,,,"ASIAN 3396, HIST 3960, HIST 6960",,,,"Surveys the modern history of Southeast Asia with special attentions to colonialism, the Chinese diaspora, and socio-cultural institutions. Considers global transformations that brought ""the West"" into people's lives in Southeast Asia. Focuses on the development of the modern nation-state, but also questions the narrative by incorporating groups that are typically excluded. Assigns primary texts in translation"
ASIAN 7704,Directed Research,1-4,Stdnt Opt,Spring,,,,,,,Guided independent study for graduate students
ASRC 1121,Reel Africa,1,S/U NoAud,,,,,,,,No description available
ASRC 1202,Elementary Arabic II,4,Stdnt Opt,"Spring, Summer",ARAB 1201 or permission of instructor,,ARAB 1202,,,,"This two-course sequence assumes no previous knowledge of Arabic and provides a thorough grounding in the four language skills of listening, speaking, reading, and writing. It starts with the alphabet and the number system and builds the four skills gradually and systematically through carefully selected and organized materials focusing on specific, concrete and familiar topics such as self identification, family, travel, food, renting an apartment, study, the weather, etc.). These topics are listed in the textbook's table of contents.  The student who successfully completes the two-course sequence will have mastered about 1000 basic words and will be able to: 1) understand and actively participate in conversations on a limited range of practical topics such as self-identification, family, school, work, the weather, travel, etc., 2) read and understand, with the help of a short list of words, passages of up to 180 words written in Arabic script, and 3) discuss orally in class and write a 50-word paragraph in Arabic.  The two-course sequence aims to take the student from the Novice to the Intermediate Mid level according to the ACTFL proficiency guidelines"
ASRC 1500,Introduction to Africana Studies,4,Graded,"Fall, Spring",,,"AMST 1500, GOVT 1503",(CA-AS),(GB),,"This course offers an introduction to the study of Africa, the U.S., the Caribbean and other diasporas.  This course will examine, through a range of disciplines, among them literature, history, politics, philosophy, the themes - including race/racism, the Middle Passage, sexuality, colonialism, and culture - that have dominated Africana Studies since its inception in the late-1960s. We will explore these issues in the attempt to understand how black lives have been shaped, in a historical sense; and, of course, the effects of these issues in the contemporary moment. This course seeks to introduce these themes, to investigate through one or more of the disciplines relevant to the question, and to provide a broad understanding of the themes so as to enable the kind of intellectual reflection critical to Africana Studies"
ASRC 1841,"FWS: Exotic/Erotic Blackness: Race, Sex and Cultural Consumption",3,Graded,Fall,,,,,,,"How did Blackness become an object of curiosity, desire and fascination? How did it become exotic? In this course, we will see that this is not the result of a recent development in the representation of black bodies. Rather the construction of Blackness as exotic/erotic originates as far as the beginnings of colonialism. We will look at how and why black bodies have been sexualized and commodified through literary and media representation. We will then turn to works by black intellectuals and writers who analyze and resist this form of cultural consumption. Students will critically address these issues and demonstrate their knowledge of the material through close readings and essay writing"
ASRC 1900,Research Strategies in Africana and Latino Studies,1,Graded,Spring (weeks 8-14),,,LSP 1101,,,,"The digital revolution has made an enormous amount of information available to research scholars, but discovering resources and using them effectively can be challenging. This course introduces students with research interests in Latino and Africana Studies to search strategies and methods for finding materials in various formats (e.g., digital, film, and print) using information databases such as the library catalog, print and electronic indexes, and the World Wide Web. Instructors provide equal time for lecture and hands-on learning. Topics include government documents, statistics, subject-specific online databases, social sciences, the humanities, and electronic citation management"
ASRC 2112,"Black Spirituality, Religion & Protest",4,Stdnt Opt,Spring,,,"AMST 2112, HIST 2112, RELST 2112",(HA-AS),,,"This course examines Black spirituality, religion, and protest from an historical perspective, beginning with African traditions and Christianity during enslavement, which created resistance ideology and racial nationalism. Prophetic Christianity and church formation became primary political weapons after enslavement, particularly in the Age of Jim Crow, and foundationally led to twentieth century civil rights movements. While exploring these themes, the course will also analyze the complexities and contractions (i.e. Southern Baptist Convention, Nation of Islam and Black Lives Matter) inherent in resistance movements based on spiritual leadership"
ASRC 2200,Intermediate Arabic II,4,Stdnt Opt,Spring,ASRC 1203 or permission of instructor,,ARAB 2202,(CA-AS),(GB),,"In this two-course sequence learners continue to develop the four language skills of listening, speaking, reading, and writing and grammar foundation through the extensive use of graded materials on a wide variety of topics.  While more attention is given to developing native-like pronunciation and to grammatical accuracy than in ARAB 1201 and ARAB 1202, the main focus of the course will be on encouraging fluency and facility in understanding the language and communicating ideas in it.  The student who successfully completes this two-course sequence will have mastered over 1500 new words and will be able to: 1) understand and actively participate in conversations related to a wide variety of topics beyond those covered in ARAB 1201 and ARAB 1202, such as the history and geography of the Arab world, food and health, sports, economic matters, the environment, politics, the Palestine problem, etc. 2) read and understand, with the help of a short list of words, passages of up to 300 words, and 3) discuss orally in class and write a 150-word paragraph in Arabic with fewer grammatical errors than in ARAB 1202.  The two-course sequence aims to take the student from the Intermediate Mid to the Advanced Mid level according to the ACTFL proficiency guidelines"
ASRC 2204,Introduction to Quranic Arabic,4,Stdnt Opt,Spring,knowledge of Arabic alphabet,,"ARAB 2204, RELST 2204",(LA-AS),(GB),,"This course is designed for students who are interested in reading the language of the Qur'an with accuracy and understanding. The first week (4 classes) will be devoted to an introduction of the history of the Qur'an: the revelation, collection, variant readings, and establishment of an authoritative edition. The last week will be devoted to a general overview of ""revisionist"" literature on the Qur'an. In the remaining 12 weeks, we will cover all of Part 30 (Juz' 'Amma, suuras 78-114) and three suuras of varying length (36, 19, and 12)"
ASRC 2212,Caribbean Worlds,3,Stdnt Opt,Spring,,,"ENGL 2512, LSP 2212",(CA-AS),(GB),,"This introductory course to the study of the Caribbean will begin with examinations of what constitutes the Caribbean and an understanding of Caribbean space.  We will then study its peoples, contact between Europeans and indigenous peoples, African enslavement and resistance, Indian indentureship and other forced migrations.  By mid semester we will identify a cross-section of leading thinkers and ideas. We will also pay attention to issues of identity, migration and the creation of the Caribbean diaspora. Constructions of tourist paradise and other stereotypes and the development of critical Caribbean institutions and national development will be discussed as we read and listen to some representative oral and written literature of the Caribbean and view some relevant film on the Caribbean. This inter-disciplinary survey provides students with a foundation for more specialized coursework on the Caribbean offered in our department"
ASRC 2360,Music and Islam,3,Stdnt Opt,Spring,,,"MUSIC 2360, NES 2360, RELST 2360",(CA-AS),(GB),,"What does Islam ""say"" about music? This course will trace circulations of this question in scholarly, popular, media, and religious discourses. Why and how does it matter what sound is called music and not, what music is called Islamic and not? We ask both how the thinking and the doing of music and Islam have been entangled in particular moments and places and how and why Muslim and non-Muslim scholars have sought out these entanglements. No prior study of music or Islam is required"
ASRC 2505,"Literature, Sport, and Ideology",3,Graded,Spring,,,ENGL 2751,(LA-AS),,,"There is a sentence that is 65 pages long in Don DeLillo's novel ""Underworld."" Nothing but an unending series of elliptical thoughts, phrases, incomplete thoughts, fragments. Only a novel about the ""shot heard around the world,"" we might argue, could produce such a sentence. We will read DeLillo's novel, and not only to see if this sentence actually exists. There is nothing more ideological than sport -there is a good reason why some critics prefer to call it ""war by other means"" - in this course we will explore the connection amongst sport, ideology and literature. We will read novels, historical memoirs, short stories and works that defy categorization. We will wander the globe, from cricket in the Caribbean (CLR James) to football in Latin America (Eduardo Galeano, ""Soccer in Sun and Shadow""), books about baseball (""The Boys of Summer"") and a story about Roger Federer"
ASRC 2512,Black Women in the 20th Century,4,Stdnt Opt,Spring,,,"AMST 2512, FGSS 2512, HIST 2512",(HA-AS),,,"This course focuses on African American women in the 20th century. The experiences of black women will be examined from a social, practical, communal, and gendered perspective. Topics include the Club Woman's movement, suffrage, work, family, black and white women and feminism, black women and radicalism, and the feminization of poverty"
ASRC 2631,Race and Modern US History,4,Stdnt Opt,,,,"AAS 2641, AMST 2645, HIST 2641",,,,"This course surveys modern U.S. history, from Reconstruction to the contemporary period. It will examine how race has been the terrain on which competing ideas of the American nation have been contested. From struggles over citizenship rights to broader meanings of national belonging, we will explore how practices, ideas, and representations have shaped political, cultural, and social power. A key concern for this course is examining how groups and individuals have pursued racial justice from the late-nineteenth century to the present"
ASRC 2670,The History and Politics of Modern Egypt,3,Stdnt Opt,Spring,,,"GOVT 2673, HIST 2672, NES 2670",(HA-AS),(GB),,"This lecture class will explore the socio-cultural history of modern Egypt from the late 18th century to the 21st century ""Arab Spring."" We will explore Egyptian history under the Ottomans and the Mamluks, the unsuccessful French attempts to colonize Egypt, and the successful British occupation of the country. We will then examine the development of Egyptian nationalism from the end of the 19th century through Nasser's pan-Arabism to the 2011 Egyptian Revolution. We will accomplish this with the aid of a variety of texts and media, including novels and films"
ASRC 2870,Freedom Writes: Literature of Global Justice Struggles,4,Graded,Spring,,,ENGL 2870,(LA-AS),,,"This course examines some major justice movements of the modern era, introducing students to a submerged history that should neither be idealized nor forgotten. One goal will be to connect the ongoing struggles for social justice of minoritized populations in the US with the history of struggles for justice by workers, women, and disempowered social groups across the world. We'll begin with the work of Martin Luther King, Jr., Malcolm X, and Gandhi, and conclude with a look at contemporary activist movements.  Along the way, we'll look at such cultural forms as AIDS quilts, urban murals, the music of Bob Marley, and theatrical productions from prisons, as well as Anna Deveare Smith's Twilight L.A. and Helena Viramontes' novel Under the Feet of Jesus"
ASRC 2955,Socialism in America,4,Stdnt Opt,Spring,,,"AMST 2955, HIST 2955",(HA-AS),(HB),,"""Why no socialism in America?"" Scholars and activists have long pondered the relative dearth (compared to other industrialized societies) of sustained, popular, anticapitalist activity in the United States. Sure, leftist movements in the U.S. have often looked and operated differently than those in other parts of the world. But many Americans have forged creative and vibrant traditions of anticapitalism under very difficult circumstances. This class examines socialist thought and practice in the U.S. from the 19th century to the present. We trace intersections of race, class, and gender while exploring the freedom dreams of those who have opposed capitalism in the very heart of global power"
ASRC 3020,"Representing Brooklyn: Race, Place and Popular Culture",4,Graded,Spring,,,"AMST 3020, ANTHR 3020",(CA-AS),,,"Hip Hop/Hipster/Immigrant/Brownstone Brooklyn. This course borrows from hip hop's notion of ""representing"" to explore popular and cultural understandings of race and place in Brooklyn as depicted in print, music, film, and online. While today Brooklyn is New York City's hippest borough and the site of swift gentrification, booming real estate, and the ever-escalating displacement of immigrant and Black communities, in the 1980s and 1990s it was a hotbed of hip hop music, making the borough synonymous with Black cultural production. The course examines Black cultural production as it relates to representations of Brooklyn and deconstructs images and discourses that marginalize the borough's Black residents. Spanning the period from 1945 to the present day, the commodification of hip hop in the 1980s-1990s, and close readings of films including Spike Lee's ""Do the Right Thing,"" to reflect on how Black popular culture engages with Brooklyn's diverse communities. While materials are interdisciplinary in approach, our investigation is informed by anthropological, historical, and literary texts covering topics including immigration, youth culture, transnationalism, gentrification, authenticity, and classed, gendered and racialized inequality"
ASRC 3101,Advanced Arabic II,4,Stdnt Opt,Spring,ASRC 3100 or permission of instructor,,ARAB 3202,(CA-AS),(GB),,"In this two-semester sequence, learners will be introduced to authentic, unedited Arabic language materials ranging from short stories, and poems, to newspaper articles dealing with social,  political,  and cultural issues. Emphasis will be on developing fluency in oral expression through discussions of issues presented in the reading and listening selections. There will be more focus on the development of native-like pronunciation and accurate use of grammatical structures than in the previous four courses. A primary objective of the course is the development of the writing skill through free composition exercises in topics of interest to individual students.  This course starts where ARAB 2202 leaves off and continues the development of the four language skills and grammar foundation using 18 themes, some new and some introduced in previous courses but are presented here at a more challenging level.  The student who successfully completes this two-course sequence have mastered over 3000 new words and will be able, within context of the 18 new and recycled themes to: 1) understand and actively participate in conversations, 2) read and understand, with the help of a short list of words, authentic, unedited passages of up to 400 words, and 3) discuss orally in class and write a 300-word paragraph in Arabic with fewer grammatical errors than in ARAB 2202.  The two-course sequence aims to take the student from the Advanced Mid to the Superior level according to the ACTFL proficiency guidelines"
ASRC 3333,Ethics and Society: Aid and Its Consequences,4,Stdnt Opt,Spring,,,PHIL 2941,(SBA-AS),(GB),,"The course looks at the connection between ethics and society.  It does so by focusing on the issues raised by the phenomenon of aid, giving or receiving it, and how we understand and react to it.  We seek to make sense of aid and its place In society.  We explore the ethics of aid from the point of view of philosophy.  We move to working through the implications of aid for (1) the giver; (2) the receiver; (3) the society, local and global; (4) the relations between individuals in a given society with respect to aid and; (5) relations between one society and its members and another society when they engage in aid-related activities"
ASRC 3480,Brazilian Culture through its Music,4,Graded,Spring,,,"LATA 3480, MUSIC 3480, PORT 3480",(CA-AS),(GB),,"Few areas of cultural expression can rise to the importance of music in Brazilian life. This seminar-style course employs discussion, critical reading and listening – and hands-on music-making – to investigate Brazilian culture, history, and politics through the lens of its music.  Samba will be a significant focus, but we will also discuss a range of additional regional and national styles. Along with two class meetings per week, our ""discussion"" will coincide with rehearsals for Deixa Sambar, Cornell's Brazilian ensemble. The course will be taught in English. Music experience is not necessary, but engagement in music-making is an integral part of the course"
