Code,Title,Credits,Grading,Semesters Offered,Prerequisites,Corequisites,Crosslisted,Distribution Category,Breadth Requirement,Forbidden Overlap,Description
BIOSM 3210,Anatomy and Function of Marine Vertebrates,3,Stdnt Opt,Summer,one semester of college-level biology or equivalent,,,(PBS),,,"Designed to introduce students to a comparative study of the principal organ systems of vertebrates (i.e., fishes, sea turtles, marine birds, marine mammals) that are specifically adapted to the marine environment. Rather than focusing only on description of anatomical structure, the anatomy of structures will be integrated with function, biological role, and evolutionary relationships. Laboratory exercises cover osteology, dissection, behavior and biomechanics"
BIOSM 3290,Field Animal Behavior,3,Stdnt Opt,Summer,one semester of college-level biology or equivalent,,BIONB 3290,(PBS),,,"Presents the ecological significance of behaviors of coastal organisms, with emphasis on field and laboratory research methods. Lectures and readings address the major subareas of behavior (communication, orientation, social behavior, foraging, predator avoidance, and sensory mechanisms). Each student engages in short-term behavioral observation and prepares a research proposal for studying a problem within the course subject area"
BIOSM 3650,Underwater Research,3,Stdnt Opt,Summer,"one semester of college-level biology or equivalent, recognized SCUBA certification, and approval to SCUBA dive at Shoals",,,(PBS),,,"Covers the philosophy of research, hypothesis testing and experimental design, sampling methods, various underwater techniques, diving physics and physiology, and use of dive tables. Emphasizes subtidal ecological research. Requirements include critical evaluation of several journal articles and production of a research proposal"
BIOSM 3740,Field Ornithology,3,Stdnt Opt,Summer,"one semester of college-level biology or equivalent; background in ornithology or vertebrate biology is recommended, but not required",,,(PBS),,,"The biology, ecology, and behavior of the avifauna of the Isles of Shoals. Focuses on fieldwork designed to observe and study territoriality, breeding biology, and survivorship. Students learn and apply numerous ornithological field methods including various census techniques, territory mapping, banding, behavioral observations and creating a field notebook"
BIOSM 3830,Field Marine Invertebrate Biology,3,Stdnt Opt,Summer,one semester of college biology,,,,,,"An introduction to the biology and diversity of the major marine invertebrate groups, with an emphasis on field and laboratory techniques. Topics and methods include functional morphology through dissection, qualitative and quantitative biotic inventory, intertidal and shallow subtidal collecting (including dredging), zonation, biotic interactions, life histories, and behavior. Mollusks, crustaceans, echinoderms, and worms will be covered in depth; other phyla will be discussed as they are encountered in the field. In addition to field and laboratory assignments, students will develop original short-term research projects that demonstrate skills in research design, data collection and analysis, presentation, and preparation for publication. Appledore Island's unique location and varied temperate shallow-water habitats provide an excellent venue for the encounter of freshly collected, in situ representatives of more than 200 species during the 2-week course"
BIOSM 4450,Field Wildlife Forensics,1.5,Stdnt Opt,Summer,one semester of college-level biology or equivalent,,,,,,"Forensic science represents the unique merging of scientific insight and the law. Forensic Science for Marine Biologists provides a field-oriented introduction to the forensic science domain and the utilization of marine biology within the justice system. Students receive comprehensive instruction concerning the recognition, documentation, collection, and preservation of physical evidence. Additionally, students develop practical incident response, scene management, and forensic teamwork skills"
BTRY 4990,Undergraduate Research,1-3,Stdnt Opt,"Fall, spring",,,,,,,No description available
CEE 3310,Fluid Mechanics,4,Graded,Fall,ENGRD 2020 and MATH 2930 or permission of instructor,,,,,,"Covers hydrostatics, the basic equations of incompressible fluid flow, potential flow and dynamic pressure forces, viscous flow and shear forces, steady pipe flow, turbulence, dimensional analysis, laminar and turbulence boundary layer, flows around obstacles, and open-channel flow. Includes small-group laboratory assignments"
CEE 3610,Introduction to Transportation Engineering,3,Stdnt Opt,Spring,,,,,,,"Introduces technological, economic, and social aspects of transportation. Emphasizes design and functioning of transportation systems and their components. Covers supply-demand interactions; system planning, design, and management; traffic flow, intersection control and network analysis; institutional and energy issues; and environmental impacts"
CEE 3720,Intermediate Solid Mechanics,4,Graded,Fall,,,,,,,"This course introduces students to the mathematical framework of continuum solid mechanics. Topics include:  infinitesimal stresses and strains, coordinate transformations, constitutive relationships, yield criteria, elementary boundary value problems, and introductory fracture mechanics"
CEE 4998,International Research Internship,6-12,Stdnt Opt,,,,,,,,No description available
CHEM 1001,Chemical Concepts-Prefresh,5,Sat/Unsat,,,,,,,,No description available
CHEM 1002,Chemical Concepts-Prefresh,1,Sat/Unsat,,,,,,,,No description available
CHEM 1560,Introduction to General Chemistry,4,Graded,"Fall, summer",,,,(PBS),,"Students may receive credit for only one course in the following group: CHEM 1560, CHEM 2070 and CHEM 2090","A one-semester introduction to chemistry, both qualitative and quantitative. CHEM 1560 prepares students for CHEM 1570; CHEM 1560 is not recommended for premedical or preveterinary students. Students planning to take CHEM 2080 should be enrolled in CHEM 2070 rather than CHEM 1560"
CHEM 1570,Introduction to Organic and Biological Chemistry,3,Graded,"Spring, summer",CHEM 1560 or CHEM 2070,,,(PBS),,"Students may receive credit for only one course in the following group: CHEM 1570, CHEM 3530,  CHEM 3570, CHEM 3590","Introduction to organic chemistry with emphasis on structure, reactivity, and mechanisms of carbon compounds relevant to the life sciences"
CHEM 2070,General Chemistry I,4,Graded,"Fall, summer",,,,(PBS),,"Students may receive credit for only one course in the following group: CHEM 1560, CHEM 2070 and CHEM 2090","Covers fundamental chemical principles, with considerable attention given to the quantitative aspects and techniques important for further work in chemistry"
CHEM 2080,General Chemistry II,4,Graded,"Spring, summer","CHEM 2070  (or CHEM 2090). CHEM 1560  is accepted, but not recommended",,,(PBS),,Students may not receive credit for both CHEM 2080 and CHEM 2150,"Covers fundamental chemical principles, with considerable attention given to the quantitative aspects and techniques important for further work in chemistry"
CHEM 2510,Introduction to Experimental Organic Chemistry,2,Graded,"Fall, spring, summer",,CHEM 1570 or CHEM 3570,,,,,"Introduction to the synthesis, separation, characterization, and handling of materials, including the applications of different types of chromatography, extraction, crystallization, infrared spectroscopy, polarimetry, and others. An experiment is performed the first week of lab and to prepare for this lab students need to enroll in the course Blackboard site and complete the appropriate pre-lab assignments outlined on that site before coming to the first lab"
CHEM 3570,Organic Chemistry for the Life Sciences,3,Graded,"Fall, summer",CHEM 2080 or advanced placement; or permission of instructor,,,(PBS),,"Students may receive credit for only one course in the following group: CHEM 1570, CHEM 3530, CHEM 3570, CHEM 3590","Study of the important classes of carbon compounds-including those encountered in the biological sciences. The course emphasizes their three-dimensional structures, mechanisms of their characteristic reactions, their synthesis, methods of identifying them, and their role in modern science and technology"
CHEM 3580,Organic Chemistry for the Life Sciences,3,Graded,"Spring, summer",CHEM 3570  or permission of instructor. Recommended corequisite: CHEM 2510,,,(PBS),,Students may not receive credit for both CHEM 3580 and CHEM 3600,"Study of the important classes of carbon compounds-including those encountered in the biological sciences. The course emphasizes their three-dimensional structures, mechanisms of their characteristic reactions, their synthesis, methods of identifying them, and their role in modern science and technology"
CHEM 4210,Introduction to Inorganic Chemistry Research,2-4,Graded,"Fall, spring","CHEM 3030 and CHEM 3890-CHEM 3900 or CHEM 2870-CHEM 2880 and CHEM 2900 with average of B- or better, or permission of instructor",,,,,,"Research in inorganic chemistry involving both laboratory and library work, planned in consultation with a faculty member"
CHEM 4330,Introduction to Analytical Chemistry Research,2-4,Graded,"Fall, spring",CHEM 3030 and CHEM 3900 with average of B- or better or permission of instructor,,,,,,"Research in analytical chemistry involving both laboratory and library work, planned in consultation with a faculty member"
CHEM 4610,Introduction to Organic Chemistry Research,2-4,Graded,"Fall, spring",CHEM 3020  and CHEM 3580  or CHEM 3600  with grade of B- or better or permission of instructor,,,,,,"Research in organic chemistry involving both laboratory and library work, planned in consultation with a faculty member"
CHEM 4770,Introduction to Physical Chemistry Research,2-4,Graded,"Fall, spring",CHEM 3900  with average of B- or better or permission of instructor,,,,,,"Research in physical chemistry involving both laboratory and library work, planned in consultation with a faculty member"
CHEME 3130,Chemical Engineering Thermodynamics,3,Graded,Fall,physical chemistry II,,,,,,"Studies the first and second laws and their consequences for chemical systems. Covers thermodynamic properties of pure fluids, solids, and mixtures; phase and chemical reaction equilibrium; heat effects in batch and flow processes; and power cycles and refrigeration"
CHEME 3240,Heat and Mass Transfer,3,Graded,Fall,CHEME 3230,,,,,,"Fundamentals of heat and mass transfer. Macroscopic and microscopic balances. Applications to problems involving conduction, convection, and diffusion"
CHEME 4900,Undergraduate Projects in Chemical Engineering,1-6,Stdnt Opt,"Fall, spring",,,,,,,Research or studies on special problems in chemical engineering
CHEME 4998,International Research Internship,6-12,Stdnt Opt,,,,,,,,No description available
CLASS 1692,Biomedical Terminology,3,Graded,Summer,,,BIOMI 1720,(HA-AS),,,"A study of the Greek and Latin word elements that combine to form most of the specialized terms in the biological sciences. The student who learns the meanings of those elements and the rules of word formation can usually recognize the basic meaning of any unfamiliar word in that field. This skill is especially valuable for pre-law, pre-medical, pre-dental, pre-veterinary students and for those in other health and legal fields, as well as for students who would like to broaden their general vocabulary. This course would be excellent preparation for students prior to taking standardized test: e.g., SAT, GRE, MCAT, TOEFL, LSAT, etc"
CLASS 2604,Greek Mythology,3,Stdnt Opt,"Fall, winter, summer",,,,(LA-AS),(HB),,"Survey of the Greek myths, with emphasis on the content and significance of the myths in Mediterranean society, including the place of myth in Greek life and consciousness; the factors and influences involved in the creation of myths; and the use of myths for our understanding of Greek literature, religion, and moral and political concepts"
COGST 1101,Introduction to Cognitive Science,3,Stdnt Opt,Spring,,,"CS 1710, LING 1170, PHIL 1910, PSYCH 1102",(KCM-AS),,,"Surveys the study of how the mind/brain works. Examines how intelligent information processing can arise from biological and artificial systems. Draws primarily from five disciplines that make major contributions to cognitive science: philosophy, psychology, neuroscience, linguistics, and computer science. The first part of the course introduces the roles played by these disciplines in cognitive science. The second part focuses on how each of these disciplines contributes to the study of five topics in cognitive science: language, vision, learning and memory, action, and artificial intelligence"
COGST 1111,Making a Difference by Design,3,Stdnt Opt,Fall,,,DEA 1110,,,,"This course focuses on how leaders in a variety of fields use design as a social change agent.  It interweaves theories of leadership and creative problem-solving through case study examinations of a wide range of design innovations in communication, business, education, medicine, human development, history and ecology. Students learn how design affects their daily lives from the person to the planet.  Additional topics include nurturing creativity, visual communications, values-led entrepreneurship, and designing across cultures"
COGST 1500,Introduction to Environmental Psychology,3,Stdnt Opt,"Spring, summer",,,"DEA 1500, PSYCH 1500",(SBA-AS),,,Environmental Psychology is an interdisciplinary field concerned with how the physical environment and human behavior interrelate. Most of the course focuses on how residential environments and urban and natural settings affect human health and well-being. Students also examine how human attitudes and behaviors affect environmental quality. Issues of environmental justice and culture are included throughout. Hands-on projects plus exams. Lecture and discussion sections. DEA 1501  - Writing in the major (WIM) option also is available (by instructor permission) for 4 credits
COML 2035,Science Fiction,4,Stdnt Opt,"Fall, summer",,,"ENGL 2035, STS 2131",(CA-AS),(GB),,"Science fiction, as Fredric Jameson put it, is ""the only kind of literature that can reach back and colonize reality."" Today more than ever, when science and technology have penetrated everyday life in ways that would have seemed impossible only a few decades ago, it has become apparent that science fiction is not merely a literary genre but a whole way of being, thinking, and acting in the modern world. The course explores classic and contemporary science fiction from Frankenstein to The Hunger Games alongside a rich array of fiction, films, and new media from Europe, Asia, Africa, and Latin America. Our discussions will position these works vis-à-vis seminal thinkers, ranging from Plato to Descartes and Donna Haraway to Paul Crutzen, who ask the same questions as science fiction does about ourselves, our world, and our future"
COMM 1300,Visual Communication,3,Graded,Spring,,,,(SBA),,,"Introduction to visual communication theory. Examines how visuals influence our attention, perspectives, and understanding. Uses examples of visuals drawn from advertising, TV news, documentaries, entertainment movies, print, and interactive media to develop a theoretical framework for becoming more visually aware and for thinking more critically about how visuals influence us"
COMM 2010,Oral Communication,3,Graded,"Fall, spring, summer",Fluency in spoken English,,,,,,"Through theory and practice, students develop self-confidence and competence in researching, organizing, and presenting material to audiences. Students work through modules in information competency, audience analyses, and persuasion. Graded assignments include researching, writing, and presenting speeches; short papers; speaker and self-evaluations; quizzes; and other speech-related activities"
COMM 2200,Media Communication,3,Stdnt Opt,"Fall, summer",,,,(SBA),,,"Introduction to media history, industry, content, policy, process, and effects"
COMM 2450,Communication and Technology,3,Graded,Fall,,,INFO 2450,(SBA),,,Introduces students to the Communication and Information Technologies focus area of the communication department and the Human Systems track for information science. It examines several approaches to understanding technology and its role in human behavior and society. Topics include psychological aspects of computer-mediated communication; how design plays a role in the way we interface with technology and collaborate with each other; and the ways in which communication technology is situated inside social and institutional structures and cultural formations
COMM 2840,"Sex, Gender, and Communication",3,Graded,"Fall, summer",,,,(SBA) (D),,,"Explores the personal, career, social, and health implications of male and female gender categories. Topics include theories of male and female gender construction, self-identity, social structures, and personal relationships"
COMM 3200,New Media and Society,3,Stdnt Opt,Spring,,,INFO 3200,(CA),,,"Media and culture are undergoing a series of transformations as new technologies, new forms of entertainment, new venues for political debate, and new models of public discourse emerge online. This course looks at how the social, political, and cultural landscape is changing in relation to digital media and information technologies. We develop critical resources to better understand the history of these new technologies and communicative forms, the economics behind them, the policies developing around them, and the sociocultural shifts from which they have emerged, and that they have helped provoke. We will aim to discard commonplace assumptions about these tools and phenomena, to ask deeper questions about their impact on society"
CRP 4080,Introduction to Geographic Information Systems (GIS),4,Graded,Fall or spring,,,,,,,"Geographic Information Systems (GIS) have revolutionized the way we manage, analyze, and present spatial information. This course focuses on GIS in the social sciences. Many of the exercises and examples are based on planning issues, but the concepts can be applied to many other disciplines such as government, economics, natural resources, and sociology. Some of the issues covered include fundamentals of spatial analysis; overview of GIS technology and applications; designing a GIS project; gathering and analyzing data; and creating thematic maps"
CRP 4970,Independent Study,1-4,Stdnt Opt,Fall or spring,,,,,,,No description available
CS 1109,Fundamental Programming Concepts,2,Sat/Unsat,Summer,,,,,,,Designed for students who intend to take CS 111x but are not adequately prepared for it. Basic programming concepts and problem analysis are studied. An appropriate highlevel programming language is used. Students with previous programming experience and students who do not intend to take CS 111x should not take this course
CS 1110,Introduction to Computing Using Python,4,Stdnt Opt,"Fall, spring, summer",,,,(MQR),,"Due to a partial overlap in content, students will receive 6 credits instead of 8 if they take CS 1110 and one of the following: CS 1112, CS 1114, CS 1115, BEE 1510","Programming and problem solving using Python. Emphasizes principles of software development, style, and testing. Topics include procedures and functions, iteration, recusion, arrays and vectors, strings, an operational model of procedure and function calls, algorithms, exceptions, object-oriented programming, and GUIs (graphical user interfaces). Weekly labs provide guided practice on the computer, with staff present to help. Assignments use graphics and GUIs to help develop fluency and understanding"
CS 1305,Computation and Culture in a Digital Age,3,Graded,,,,INFO 1305,,,,No description available
CS 1710,Introduction to Cognitive Science,3,Stdnt Opt,Spring,,,"COGST 1101, LING 1170, PHIL 1910, PSYCH 1102",(KCM-AS),,,"Surveys the study of how the mind/brain works. Examines how intelligent information processing can arise from biological and artificial systems. Draws primarily from five disciplines that make major contributions to cognitive science: philosophy, psychology, neuroscience, linguistics, and computer science. The first part of the course introduces the roles played by these disciplines in cognitive science. The second part focuses on how each of these disciplines contributes to the study of five topics in cognitive science: language, vision, learning and memory, action, and artificial intelligence"
CS 2110,Object-Oriented Programming and Data Structures,3,Stdnt Opt,"Fall, spring, summer",CS 1110    or CS 1130 or CS 1112 (taken Fall 2012 or later) or CS 1114 (taken Fall 2012 or later) or CS 1115 or equivalent course on object-oriented programming,,ENGRD 2110,(MQR),,,"Intermediate programming in a high-level language and introduction to computer science. Topics include program structure and organization, object-oriented programming (classes, objects, types, sub-typing), graphical user interfaces, algorithm analysis (asymptotic complexity, big ""O"" notation), recursion, data structures (lists, trees, stacks, queues, heaps, search trees, hash tables, graphs), simple graph algorithms. Java is the principal programming language"
CS 4410,Operating Systems,3,Stdnt Opt,"Fall, summer",CS 3410 or CS 3420,,,,,,"Introduction to the design of systems programs, with emphasis on multiprogrammed operating systems. Topics include concurrency, synchronization, deadlocks, memory management, protection, input-output methods, networking, file systems and security. The impact of network and distributed computing environments on operating systems is also discussed"
CS 4820,Introduction to Analysis of Algorithms,4,Stdnt Opt,"Spring, summer",,,,,,,"Develops techniques used in the design and analysis of algorithms, with an emphasis on problems arising in computing applications. Example applications are drawn from systems and networks, artificial intelligence, computer vision, data mining, and computational biology. This course covers four major algorithm design techniques (greedy algorithms, divide- nd- onquer, dynamic programming, and network flow), computability theory focusing on undecidability, computational complexity focusing on NP-completeness, and algorithmic techniques for intractable problems (including identification of structured special cases, approximation algorithms, and local search heuristics)"
CS 4990,International Research Internship,6-12,Stdnt Opt,,,,,,,,No description available
CSS 4990,Undergraduate Research,1-9,Stdnt Opt,Fall or spring,,,,,,,"Independent research on current problems selected from any phase of crop science, soil science, or environmental information science"
DEA 1100,Design Generation(s),3,Graded,Summer,,,,,,,"How do designers think, create, solve problems, and help humans interact with everything in our world, from spaces and places to skateboards and web sites? During this course, students interested in a career in design will learn how the creative problem-solving process is similar in a variety of design disciplines and how they can make a difference as a design professional"
DEA 1110,Making a Difference by Design,3,Stdnt Opt,Fall,,,COGST 1111,,,,"This course focuses on how leaders in a variety of fields use design as a social change agent.  It interweaves theories of leadership and creative problem-solving through case study examinations of a wide range of design innovations in communication, business, education, medicine, human development, history and ecology. Students learn how design affects their daily lives from the person to the planet.  Additional topics include nurturing creativity, visual communications, values-led entrepreneurship, and designing across cultures"
DEA 1500,Introduction to Environmental Psychology,3,Stdnt Opt,"Spring, summer",,,"COGST 1500, PSYCH 1500",,,,Environmental Psychology is an interdisciplinary field concerned with how the physical environment and human behavior interrelate. Most of the course focuses on how residential environments and urban and natural settings affect human health and well-being. Students also examine how human attitudes and behaviors affect environmental quality. Issues of environmental justice and culture are included throughout. Hands-on projects plus exams. Lecture and discussion sections. DEA 1501  - Writing in the major (WIM) option also is available (by instructor permission) for 4 credits
DEA 2100,Introduction to Product Design Studio,4,Stdnt Opt,Summer,,,,,,,"An intensive summer course, this studio provides a hands-on introduction to the world of product design. Students identify a design problem, utilize ergonomic research and develop prototypes leading to a final solution. Students will understand the larger world of product design in terms of ecological decisions, materials, processes and professional practice. Appropriate for DEA, Architecture, Landscape Architecture, Engineering, Fine Art students and others interested in product design"
DSOC 3620,Population Dynamics and Policy Debates in Comparative Perspective,3,Stdnt Opt,Summer,,,PAM 3620,,,,"Population problems are central to societal change in numerous areas- inequality, immigration and diversity, race relations, family life, health and aging, and social welfare systems. This class explores the causes and consequences of population change, paying particular attention to how population processes interact with the social, economic, and political context in which they play out. Particular attention will be paid to contemporary debates unfolding in the US and Europe, how population ""problems"" are defined, and the policies intended to solve them"
DSOC 4970,Independent Study in Development Sociology,1-3,Stdnt Opt,"Fall, spring",,,,(SBA),,,"Informal study may include a reading course, research experience, or public service experience"
EAS 1108,Earth in the News,3,Stdnt Opt,Summer,,,,(PBS),,,"Provides an introduction to physical geology and earth systems science, especially through the lens of current media. Explores the scientific basis for informed decision-making regarding many timely environmental issues, including climate change; water resources; geologic hazards such as floods, earthquakes, and volcanoes; evolution and the history of life; and energy development. Several field trips are taken in the Ithaca area"
EAS 1109,Dinosaurs,1,Stdnt Opt,"Fall, winter, summer",,,,,,,Introductory survey course for anyone interested in dinosaurs. Lectures examine the fossil evidence and illustrate how various geological and biological disciplines contribute to understanding dinosaurs and their world
EAS 1150,Severe Weather Phenomena,3,Graded,Summer,,,,(PBS),,,"A description of the structure of the Earth's atmosphere and forces that govern its motion is presented and then applied to understanding the aspects of severe weather, including snowstorms/lake effect snow, windstorms, tornadoes, thunderstorms, tropical cyclones, El Niño, floods, drought, and heat waves"
EAS 1540,Introductory Oceanography,3,Stdnt Opt,"Fall, summer",,,,(PBS),,"Students may receive credit for only one course in the following group: BIOEE 1540, BIOEE 1560, EAS 1540, EAS 1560","This class relies more on intuitive reasoning rather than complicated mathematical formulas to convey basic concepts about how the ocean works. For this reason, the class is very accessible to non-science majors. The class covers standard material about how the ocean works, but also includes current environmental threats facing the ocean such as global warming, ocean acidification, overfishing and coastal pollution. Students will gain a depth of knowledge about the ocean and global warming to enable them to speak and write confidently about contemporary public issues regarding the health of the ocean, global warming and a sustainable future. This course satisfies the Physical and Biological Sciences (PBS) requirement for students in most colleges. For students in A&S and CALS, this course counts as ""in-college"" credit"
EAS 4170,Field Mapping in Argentina,4,Graded,Summer,"introductory geology course and EAS 4260, or permission of instructor",,,(PBS),,,"Field mapping course in Argentina that fulfills field requirement for majors with interests in geological sciences and provides a field geological experience for others. Course consists of lectures in Buenos Aires followed by field exercises in the Sierras Pampeanas, Precordillera, and Main Cordillera Ranges of the Argentine Andes in the provinces of San Juan and Mendoza. A variety of exercises use modern techniques in the field mapping of a broad range of variably deformed sedimentary, metamorphic and igneous rocks. The course further provides an introduction to the tectonics and magmatic processes of the central Andes with emphasis on comparable processes in the United States. Exercises are done in combination with students and faculty of the University of Buenos Aires"
EAS 4998,International Research Intern,6-12,Stdnt Opt,,,,,,,,No description available
EAS 7500,Satellite Remote Sensing Training for Biological Oceanographers,3,Stdnt Opt,Summer,,,,,,,"This intensive summer training course meets from 9 a.m. to 5 p.m. for a two-week period. The goal of the course is to teach participants the skills needed to work independently to acquire data sets derived from a variety of satellite sensors (SeaWiFS, MODIS, AVHRR, SeaWinds and Topex-Poseidon) and to merge these data sets to examine biological response to changes in the physical environment. Course time is split equally between lectures and computer lab work. Lectures cover the fundamentals of bio-optics, pigment algorithms, primary production algorithms and the underlying physical principals leading to the measurement of sea surface temperature, ocean wind speed and ocean topography. Computer labs focus on developing the IDL (Research Systems, Inc.) programming skills needed to process, analyze and visualize satellite image data. See the course syllabus for more details on the topics covered in this course"
ECE 3030,Electromagnetic Fields and Waves,4,Graded,"Fall, summer","PHYS 2213, PHYS 2214, MATH 2930, MATH 2940, and ECE 2100/ENGRD 2100",,,,,,"Covers static, quasi-static, and dynamic electromagnetic fields and waves. Topics include Maxwell's equations (integral and differential forms), fields of charge and current distributions, boundary conditions, fields near conductors, method of images, material polarization and dielectrics; energy, work, and power in electromagnetic systems; wave propagation and polarization, waves in media (dielectrics, conductors, and anisotropic materials); reflection, transmission, and refraction at media interfaces; guided waves in transmission lines, Smith charts, transients; metallic and dielectric waveguides; radiation and antennas, antenna arrays, electric circuits for transmission and reception, aperture antennas and diffraction"
ECE 3100,Introduction to Probability and Inference for Random Signals and Systems,4,Graded,"Fall, summer","MATH 2940, PHYS 2213, or equivalents",,ENGRD 3100,,,,"Introduction to probabilistic techniques for modeling random phenomena and making estimates, inferences, predictions, and engineering decisions in the presence of chance and uncertainty. Probability measures, classical probability and combinatorics, countable and uncountable sample spaces, random variables, probability mass functions, probability density functions, cumulative distribution functions, important discrete and continuous distributions, functions of random variables including moments, independence and correlation, conditional probability, Total Probability and Bayes' rule with application to random system response to random signals, characteristic functions and sums of random variables, the multivariate Normal distribution, maximum likelihood and maximum a posteriori estimation, Neyman-Pearson and Bayesian statistical hypothesis testing, Monte Carlo simulation. Applications in communications, networking, circuit design, device modeling, and computer engineering"
ECE 3250,Mathematics of Signal and System Analysis,4,Graded,Fall,"MATH 2930, MATH 2940, and ECE 2200 or permission of instructor",,,,,,"Course aims to deepen students' working knowledge of mathematical tools relevant to ECE applications. While the course emphasizes fundamentals, it also provides an ECE context for the topics it covers, which include foundational material about sets and functions; modular arithmetic and public-key cryptography; inner products, orthogonal representations, and Fourier analysis; LTI systems as mappings on function spaces; sampling and interpolation; singular-value decomposition; and, as time permits, an introduction to wavelets and elementary convex analysis"
ECE 4990,International Research Internship,6,Sat/Unsat,"Fall, spring",,,,,,,"Seminar, special interest, or temporary course"
ECE 4999,Electrical and Computer Engineering Independent Projects,1-4,Graded,"Fall, spring",,,,,,,"Individual study or directed reading in connection with a special engineering problem chosen by the student after consultation with the faculty member directing the project. An engineering report on the project is required. Students must make individual arrangements with a faculty sponsor and submit an Independent Project Form to the Student Services Office, 223 Phillips Hall"
ECE 5760,Advanced Microcontroller Design,4,Graded,Spring,ECE 4750 and ECE 4760 or equivalent,,,,,,"Design of system-on-chip applications. Students working in pairs design, debug, and construct several systems that illustrate the design of embedded processors with custom peripherals running a real-time operating system. The content focuses on laboratory work. The lectures are used primarily for the introduction of examples, description of specific modules to be designed, and instruction in the hardware and high-level design tools to be employed"
ECE 6930,Master of Engineering Design Project I,1-4,Graded,Fall,,,,,,,"Two-semester Design Project: must enroll in both semesters; receive R grade for first semester. For students enrolled in M.Eng. (Electrical and Computer Engineering) degree program. Uses real engineering situations to present fundamentals of engineering design. Each professor is assigned a section for the fall and spring. Students who do not complete the Design Project in the spring receive a grade only for the work completed up to the point of the required submission date, which is the last day of Finals Week. Students must then enroll for the summer with the ECE M.Eng. director to complete the work remaining for the design project"
ECON 1001,Principles of Micro-Economics Supplement,1-2,Sat/Unsat,"Fall, spring, summer",,,,,,,"Reviews lecture material presented in ECON 1110 lectures; provides problem-solving techniques, study tips, and additional problems to prepare for exams and problem sets; provides additional time for questions and discussion of concepts. Provides additional instruction for students who need reinforcement"
ECON 1011,PSP Economics,2,Sat/Unsat,Summer,,,,,,,"This course is designed to prepare students for ECON 1110 and ECON 1120. Students are introduced to the economic way of thinking and to analyzing social problems. The objective of the course is to introduce students to the core principles in microeconomics and macroeconomics. The goal of the course is to improve the level of critical thinking and to improve communication skills. Topics include the explanation and evaluation of how the price system operates in determining what goods are produced, how goods are produced, who receives income, unemployment, inflation, balance of payments, and government deficits"
ECON 1110,Introductory Microeconomics,3,Stdnt Opt,"Fall, winter, spring, summer",,,,(SBA-AS),,"With regard to overlaps between ECON 1110, ECON 3010, and ECON 3030, please refer to the Economics section for details. In addition, students may not receive credit for both ECON 1110 and HADM 1410","Explanation and evaluation of how the price system operates in determining what goods are produced, how goods are produced, who receives income, and how the price system is modified and influenced by private organizations and government policy"
ECON 1120,Introductory Macroeconomics,3,Stdnt Opt,"Fall, winter, spring, summer",,,,(SBA-AS),,"With regard to overlaps between ECON 1120, ECON 3020, and ECON 3040, please refer to the Economics section for details","Analysis of aggregate economic activity in relation to the level, stability, and growth of national income. Topics may include the determination and effects of unemployment, inflation, balance of payments, deficits, and economic development, and how these may be influenced by monetary, fiscal, and other policies"
ECON 3030,Intermediate Microeconomic Theory,4,Stdnt Opt,"Fall, spring",ECON 1110-ECON 1120 and calculus,,,(SBA-AS),,"With regard to overlaps between ECON 1110, ECON 3010, and Econ 3030 (formerly 3130), please refer to the Economics section for details. In addition, students may only receive credit for one course in the following group: ECON 3030, ECON 3010, PAM 2000","The pricing processes in a private enterprise economy are analyzed under varying competitive conditions, and their role in the allocation of resources and the functional distribution of national income is considered"
ECON 3040,Intermediate Macroeconomic Theory,4,Stdnt Opt,"Fall, spring, summer",ECON 1110-ECON 1120 and calculus,,,(SBA-AS),,"With regard to overlaps between ECON 1120, ECON 3020, and ECON 3040 (formerly 3140), please refer to the Economics section for details","Introduces the theory of national income and determination and economic growth in alternative models of the national economy. Examines the interaction and relation of these models to empirical aggregate economic data. Reviews national accounts, output and employment determination, price stability and economic growth, in the context of alternative government policy programs and the impact of globalization. "
ECON 3120,Applied Econometrics,4,Stdnt Opt,Spring,ECON 3110 or ECON 3130,,,(MQR),,"Students may receive credit for only one course in the following group: ECON 3120, ECON 3125, ECON 3140","Introduction to the theory and application of econometric techniques. Emphasis is on both development of techniques and applications of econometrics to economic questions. Topics include estimation and inference in bivariate and multiple regression models, instrumental variables, regression with qualitative information, heteroskedasticity, and serial correlation. Students are expected to apply techniques through regular empirical exercises with economic data"
EDUC 5370,Advanced Program Planning and Youth Organizations in Agricultural Science Education,3,Graded,Summer,,,,,,,"Advanced development of the organization and planning processes necessary to operate a successful agricultural science education program in the public schools. Interaction with state and national resources, implementation strategies will be researched. Models of engagement identified and developed in preparation for entry into the field of teaching. Fieldwork provides experience with New York agricultural education students, teachers, and curriculum development for new programs"
EDUC 6020,Practicum Seminar,3,Graded,,,,,,,,No description available
ENGL 1131,FWS: Mastering College Reading and Writing,3,Graded,Summer,,,,,,,"What does it mean to be a ""good"" reader or a ""good"" writer in college? In each section of this course, students receive extensive guidance from their instructors in the discovery and practice of helpful methods for fully exploring and appreciating what they read as well as guidance in planning, drafting, and writing essays about what is read and discussed in class. Each section of the course focuses on a particular topic drawn from a range of fields (e.g., literature, history, film, music). Reading assignments are limited in order to allow ample time for discussion and for personal attention to student writing"
