Code,Title,Credits,Grading,Semesters Offered,Prerequisites,Corequisites,Crosslisted,Distribution Category,Breadth Requirement,Forbidden Overlap,Description
CHEM 3580,Organic Chemistry for the Life Sciences,3,Graded,"Spring, summer",CHEM 3570 or permission of instructor. Recommended corequisite: CHEM 2510,,,(PBS-AS),,Students may not receive credit for both CHEM 3580 and CHEM 3600,"Study of the important classes of carbon compounds-including those encountered in the biological sciences. The course emphasizes their three-dimensional structures, mechanisms of their characteristic reactions, their synthesis, methods of identifying them, and their role in modern science and technology"
CHEME 3130,Chemical Engineering Thermodynamics,3,Graded,Fall,physical chemistry II,,,,,,"Studies the first and second laws and their consequences for chemical systems. Covers thermodynamic properties of pure fluids, solids, and mixtures; phase and chemical reaction equilibrium; heat effects in batch and flow processes; and power cycles and refrigeration"
CHEME 3240,Heat and Mass Transfer,3,Graded,Fall,CHEME 3230,,,,,,"Fundamentals of heat and mass transfer. Macroscopic and microscopic balances. Applications to problems involving conduction, convection, and diffusion"
CHEME 4900,Undergraduate Projects in Chemical Engineering,1-7,Stdnt Opt,"Fall, spring",,,,,,,Research or studies on special problems in chemical engineering
CLASS 1692,Biomedical Terminology,3,Graded,Summer,,,BIOMI 1720,(HA-AS),,,"A study of the Greek and Latin word elements that combine to form most of the specialized terms in medicine, law, and biology. Students learning the meanings of these elements and the rules of word formation can usually recognize the basic meaning of any unfamiliar word in these fields. This skill is especially valuable for pre-law, pre-medical, pre-dental, pre-veterinary students and for those in other health and legal fields, as well as for students who would like to broaden their general vocabulary. This course would be excellent preparation for students prior to taking standardized test: e.g., SAT, GRE, MCAT, TOEFL, LSAT, etc"
CLASS 2604,Greek Mythology,3,Stdnt Opt,"Fall, winter, summer",,,,(LA-AS),(HB),,"Survey of the Greek myths, with emphasis on the content and significance of the myths in Mediterranean society, including the place of myth in Greek life and consciousness; the factors and influences involved in the creation of myths; and the use of myths for our understanding of Greek literature, religion, and moral and political concepts"
COGST 1101,Introduction to Cognitive Science,3,Stdnt Opt,"Spring, summer (six-week session)",,,"CS 1710, LING 1170, PHIL 1910, PSYCH 1102",(KCM-AS),,,"This course provides an introduction to the science of the mind.  Most people have privileged access to one mind, yet this internal experience is often misleading and provides little insight into how minds emerge from physical entities like brains (or other substrates). Instead, an objective, deliberated, and multidisciplinary approach is necessary.  To that end, cognitive science draws on, and integrates, at least five disciplines: Psychology, Neuroscience, Computer Science, Linguistics, and Philosophy.  This course provides an introduction to the insights that these disciplines offer cognitive science while introducing students to current understanding of attention, memory, visual perception, learning, problem solving, language comprehension, and consciousness. "
COGST 1111,Making a Difference by Design,3,Stdnt Opt,"Fall, summer",,,DEA 1110,,,,"Making a Difference by Design is a course about leadership, creative problem solving and social change. Design is not just about products, it is about strategy, communication, empowerment, growth and social change, and has a specific impact on health and hospitality. DEA 1110 was conceived as a companion to DEA 1100, Design Generation(s), although it is not necessary to take both classes.  The course is not a class about becoming a designer. It presumes no pre-requisites or artistic abilities.  It is an introductory level course for non-designers and designers alike which examines how design affects you personally and globally, and how you can affect design process to innovate in various fields"
COGST 2230,Introduction to Biopsychology,3,Stdnt Opt,"Fall, summer (six-week session)",,,PSYCH 2230,(PBSS-AS),," due to an overlap in content, students may receive credit for only one course in the following group: BIONB 2220, COGST 2230, PSYCH 2230","Introduction to psychology from a biological perspective, which focuses on brain mechanisms of behavior. Topics include the structure and function of the nervous system, physiological approaches to understanding behavior, hormones and behavior, biological bases of sensation and perception, learning and memory, cognition, emotion, and communication"
COMM 1300,Visual Communication,3,Graded,"Spring, summer",,,,(SBA-AG),,,"Introduction to visual communication theory. Examines how visuals influence our attention, perspectives, and understanding. Uses examples of visuals drawn from advertising, TV news, documentaries, entertainment movies, print, and interactive media to develop a theoretical framework for becoming more visually aware and for thinking more critically about how visuals influence us"
COMM 2010,Oral Communication,3,Graded,"Fall, spring, summer",fluency in spoken English,,,,,AEM 2700,"The course focuses on face-to-face, public communication, but the principles and practices addressed transfer to all purposeful communication situations. While many assume a good speech rests in how well it is delivered, students will learn that a good speech is equally dependent on the development, structure, and integrity of one's ideas. The objectives of the course are for students to speak effectively and ethically, and listen critically"
COMM 2200,Media Communication,3,Stdnt Opt,"Fall, summer",,,,(SBA-AG),,,"Introduction to media history, industry, content, policy, process, and effects"
COMM 2450,Communication and Technology,3,Graded,"Fall, summer",,,INFO 2450,(SBA-AG),,,Introduces students to the Communication and Information Technologies focus area of the communication department and the Human Systems track for information science. It examines several approaches to understanding technology and its role in human behavior and society. Topics include psychological aspects of computer-mediated communication; how design plays a role in the way we interface with technology and collaborate with each other; and the ways in which communication technology is situated inside social and institutional structures and cultural formations
COMM 3010,Writing and Producing the Narrative for Digital Media,3,Graded,Spring,sophomore standing,,,,,,"New media communication has been blurring the traditional roles of content creator and consumer. Professional communicators—such as journalists, screenwriters, advertising executives, documentarians, and podcasters—are now expected to know how to use alternative storytelling forms to reach their audiences. They need to know how to gather information through a variety of sources such as crowdsurfing and social media; quickly and efficiently write, edit, and record audio and video. This course will explore these new delivery systems and provide guided practice of emerging communication forms. Fundamentally, this course is about writing—concisely and accurately with a clear and active voice—for new digital media with a focus on the personal narrative"
CS 1109,Fundamental Programming Concepts,2,Sat/Unsat,Summer,,,,,,,Designed for students who intend to take CS 111x but are not adequately prepared for it. Basic programming concepts and problem analysis are studied. An appropriate highlevel programming language is used. Students with previous programming experience and students who do not intend to take CS 111x should not take this course
CS 1110,Introduction to Computing Using Python,4,Opt NoAud,"Fall, spring, summer",,,,(MQR-AS),,"due to a partial overlap in content, students will receive 6 credits instead of 8 if they take CS 1110 and one of the following: CS 1112, CS 1114, CS 1115,  INFO 1100, VISST 1100","Programming and problem solving using Python. Emphasizes principles of software development, style, and testing. Topics include procedures and functions, iteration, recusion, arrays and vectors, strings, an operational model of procedure and function calls, algorithms, exceptions, object-oriented programming, and GUIs (graphical user interfaces). Weekly labs provide guided practice on the computer, with staff present to help. Assignments use graphics and GUIs to help develop fluency and understanding"
CS 1305,Computation and Culture in a Digital Age,3,Graded,Summer,,,INFO 1305,,,,"Through discussion, debate, and writing, this course explores the rewards, challenges, and opportunities presented by the rapid evolution of computing and information science in areas such as science, medicine, the arts, commerce, and entertainment. It explores ideas and technologies of the field and their role in society from legal, historical, and cultural perspectives. Students are introduced to the user-centered development life cycle for web site design with a focus on critique and usability testing. Students are exposed to some of the underpinnings of artificial intelligence and learn fundamental computer programming concepts through the manipulation of digital media"
CS 1610,Computing in the Arts,3,Stdnt Opt,Summer,,,"ENGRI 1610, MUSIC 1465, PMA 1640, PSYCH 1650",(LA-AS),,,"Over the centuries, artists in a wide variety of media have employed many approaches to the creative process, ranging from the philosophical to the mechanical to the virtual. This course unravels some of the mysteries going on inside software used for art and music. It looks at ways of breaking things apart and sampling and ways of putting things together and resynthesizing, and explores ideas for creation. This course does not teach software packages for creating art and music. The course complements ART 2701 and MUSIC 1421"
CS 1710,Introduction to Cognitive Science,3,Stdnt Opt,"Spring, summer (six-week session)",,,"COGST 1101, LING 1170, PHIL 1910, PSYCH 1102",(KCM-AS),,,"This course provides an introduction to the science of the mind.  Most people have privileged access to one mind, yet this internal experience is often misleading and provides little insight into how minds emerge from physical entities like brains (or other substrates). Instead, an objective, deliberated, and multidisciplinary approach is necessary.  To that end, cognitive science draws on, and integrates, at least five disciplines: Psychology, Neuroscience, Computer Science, Linguistics, and Philosophy.  This course provides an introduction to the insights that these disciplines offer cognitive science while introducing students to current understanding of attention, memory, visual perception, learning, problem solving, language comprehension, and consciousness. "
CS 2110,Object-Oriented Programming and Data Structures,3,Stdnt Opt,"Fall, spring, summer",CS 1110 or CS 1112 or CS 1114 or CS 1115 or equivalent course on programming in a procedural language,,ENGRD 2110,(MQR-AS),,,"Intermediate programming in a high-level language and introduction to computer science. Topics include program structure and organization, object-oriented programming (classes, objects, types, sub-typing), graphical user interfaces, algorithm analysis (asymptotic complexity, big ""O"" notation), recursion, data structures (lists, trees, stacks, queues, heaps, search trees, hash tables, graphs), graph algorithms. Java is the principal programming language"
CS 4410,Operating Systems,3,GradeNoAud,"Fall, spring, summer",CS 3410 or CS 3420,,,,,,"Introduction to the design of systems programs, with emphasis on multiprogrammed operating systems. Topics include concurrency, synchronization, deadlocks, memory management, protection, input-output methods, networking, file systems and security. The impact of network and distributed computing environments on operating systems is also discussed"
CS 4820,Introduction to Analysis of Algorithms,4,Stdnt Opt,"Fall, spring, summer",CS 2800 and CS 3110. Students who got an A- or better in both CS 2800 and CS 2110 are welcome to take CS 4820 without CS 3110,,,,,,"Develops techniques used in the design and analysis of algorithms, with an emphasis on problems arising in computing applications. Example applications are drawn from systems and networks, artificial intelligence, computer vision, data mining, and computational biology. This course covers four major algorithm design techniques (greedy algorithms, divide-and-conquer, dynamic programming, and network flow), undecidability and NP-completeness, and algorithmic techniques for intractable problems (including identification of structured special cases , approximation algorithms, local search heuristics, and online algorithms)"
CS 4990,International Research Internship,6-12,Opt NoAud,,,,,,,,No description available
CS 4999,Independent Reading and Research,1-4,Stdnt Opt,"Fall, spring",,,,,,,Independent reading and research for undergraduates
DEA 1100,Design Generation(s),3,Graded,Summer,,,,,,,"How do designers think, create, solve problems, and help humans interact with everything in our world, from spaces and places to skateboards and web sites? During this course, students interested in a career in design will learn how the creative problem-solving process is similar in a variety of design disciplines and how they can make a difference as a design professional"
DEA 1110,Making a Difference by Design,3,Stdnt Opt,"Fall, summer",,,COGST 1111,,,,"Making a Difference by Design is a course about leadership, creative problem solving and social change. Design is not just about products, it is about strategy, communication, empowerment, growth and social change, and has a specific impact on health and hospitality. DEA 1110 was conceived as a companion to DEA 1100, Design Generation(s), although it is not necessary to take both classes.  The course is not a class about becoming a designer. It presumes no pre-requisites or artistic abilities.  It is an introductory level course for non-designers and designers alike which examines how design affects you personally and globally, and how you can affect design process to innovate in various fields"
DEA 4010,Empirical Research,1-15,Stdnt Opt,Fall or spring,,,,,,,For study that predominantly involves data collection and analysis or laboratory or studio projects
EAS 1108,Earth in the News,3,Stdnt Opt,Summer,,,,"(OPHLS-AG, PBS-AS)",,,"Provides an introduction to physical geology and earth systems science, especially through the lens of current media. Explores the scientific basis for informed decision-making regarding many timely environmental issues, including climate change; water resources; geologic hazards such as floods, earthquakes, and volcanoes; evolution and the history of life; and energy development. Several field trips are taken in the Ithaca area"
EAS 1109,Dinosaurs,1,Stdnt Opt,"Fall, winter, summer",,,,(OPHLS-AG),,,Introductory survey course for anyone interested in dinosaurs. Lectures examine the fossil evidence and illustrate how various geological and biological disciplines contribute to understanding dinosaurs and their world
ECE 3030,Electromagnetic Fields and Waves,4,Graded,"Fall, summer","PHYS 2213,  MATH 2930, and ECE 2100/ENGRD 2100",,,,,,"Covers static, quasi-static, and dynamic electromagnetic fields and waves. Topics include Maxwell's equations (integral and differential forms), fields of charge and current distributions, boundary conditions, fields near conductors, method of images, material polarization and dielectrics; energy, work, and power in electromagnetic systems; wave propagation and polarization, waves in media (dielectrics, conductors, and anisotropic materials); reflection, transmission, and refraction at media interfaces; guided waves in transmission lines, Smith charts, transients; metallic and dielectric waveguides; radiation and antennas, antenna arrays, electric circuits for transmission and reception, aperture antennas and diffraction"
ECE 3250,Mathematics of Signal and System Analysis,4,Graded,"Fall, summer","MATH 2930, MATH 2940, and ECE 2200/ENGRD 2220 or permission of instructor",,,,,,"Course aims to deepen students' working knowledge of mathematical tools relevant to ECE applications. While the course emphasizes fundamentals, it also provides an ECE context for the topics it covers, which include foundational material about sets and functions; modular arithmetic and public-key cryptography; inner products, orthogonal representations, and Fourier analysis; LTI systems as mappings on function spaces; sampling and interpolation; singular-value decomposition; and, as time permits, an introduction to wavelets and elementary convex analysis"
ECE 4990,International Research Internship,6-12,Stdnt Opt,"Fall, spring",,,,,,,"Seminar, special interest, or temporary course"
ECE 4999,Electrical and Computer Engineering Independent Projects,1-4,Graded,"Fall, spring",,,,,,,"Individual study or directed reading in connection with a special engineering problem chosen by the student after consultation with the faculty member directing the project. An engineering report on the project is required. Students must make individual arrangements with a faculty sponsor and submit an Independent Project Form to the Student Services Office, 223 Phillips Hall"
ECE 6930,Master of Engineering Design Project I,1-4,Graded,Fall,,,,,,,"Two-semester Design Project: must enroll in both semesters; receive R grade for first semester. For students enrolled in M.Eng. (Electrical and Computer Engineering) degree program. Uses real engineering situations to present fundamentals of engineering design. Each professor is assigned a section for the fall and spring. Students who do not complete the Design Project in the spring receive a grade only for the work completed up to the point of the required submission date, which is the last day of Finals Week. Students must then enroll for the summer with the ECE M.Eng. director to complete the work remaining for the design project"
ECON 1001,Principles of Micro-Economics Supplement,1-2,Sat/Unsat,"Fall, spring, summer",,,,,,,"Reviews lecture material presented in ECON 1110 lectures; provides problem-solving techniques, study tips, and additional problems to prepare for exams and problem sets; provides additional time for questions and discussion of concepts. Provides additional instruction for students who need reinforcement"
ECON 1011,PSP Economics,2,Sat/Unsat,Summer,,,,,,,"This course is designed to prepare students for ECON 1110 and ECON 1120. Students are introduced to the economic way of thinking and to analyzing social problems. The objective of the course is to introduce students to the core principles in microeconomics and macroeconomics. The goal of the course is to improve the level of critical thinking and to improve communication skills. Topics include the explanation and evaluation of how the price system operates in determining what goods are produced, how goods are produced, who receives income, unemployment, inflation, balance of payments, and government deficits"
ECON 1110,Introductory Microeconomics,3,Stdnt Opt,"Fall, winter, spring, summer",,,,(SBA-AS),,Students may not receive credit for both ECON 1110 and HADM 1410,"Explanation and evaluation of how the price system operates in determining what goods are produced, how goods are produced, who receives income, and how the price system is modified and influenced by private organizations and government policy"
ECON 1120,Introductory Macroeconomics,3,Stdnt Opt,"Fall, winter, spring, summer",,,,(SBA-AS),,Students may not receive credit for both AEM 1300 and ECON 1120,"Analysis of aggregate economic activity in relation to the level, stability, and growth of national income. Topics may include the determination and effects of unemployment, inflation, balance of payments, deficits, and economic development, and how these may be influenced by monetary, fiscal, and other policies"
ECON 3030,Intermediate Microeconomic Theory,4,Stdnt Opt,"Fall, spring, summer","ECON 1110, ECON 1120 and calculus",,,(SBA-AS),,Students may not receive credit both ECON 3030 and PAM 2000,"The pricing processes in a private enterprise economy are analyzed under varying competitive conditions, and their role in the allocation of resources and the functional distribution of national income is considered"
ECON 3040,Intermediate Macroeconomic Theory,4,Stdnt Opt,"Fall, spring, summer",ECON 1110-ECON 1120 and calculus,,,(SBA-AS),,,"Introduces the theory of national income and determination and economic growth in alternative models of the national economy. Examines the interaction and relation of these models to empirical aggregate economic data. Reviews national accounts, output and employment determination, price stability and economic growth, in the context of alternative government policy programs and the impact of globalization"
ECON 3120,Applied Econometrics,4,Stdnt Opt,"Fall, spring, summer",ECON 3110 or ECON 3130,,,(MQR-AS),,Students may not receive credit for both ECON 3120 and ECON 3140,"Introduction to the theory and application of econometric techniques. Emphasis is on both development of techniques and applications of econometrics to economic questions. Topics include estimation and inference in bivariate and multiple regression models, instrumental variables, regression with qualitative information, heteroskedasticity, and serial correlation. Students are expected to apply techniques through regular empirical exercises with economic data"
ECON 3545,International Finance and Macroeconomics,3,Graded,Fall,"ECON 2300 , or ECON 3040 , or equivalent. Intermediate econometrics/statistics (e.g., ECON 3120 ) desirable",,AEM 4545,(SBA-AS),,,"This course will examine the determinants of international capital flows and their consequences for growth and volatility. Basic analytical models in international finance, including those related to exchange rate dynamics, will be covered. Emerging market perspectives on these issues will be emphasized, with a particular focus on the economies of China, and India. The course will analyze the challenges created by rising global financial integration for monetary policy, financial regulation and other policies. Students will be required to write an independent research paper"
EDUC 4970,Individual Study in Education,1-3,Stdnt Opt,"Fall, spring, summer",,,,,,,"A student may, with approval of a faculty advisor, study a problem or topic not covered in a regular course or may undertake tutorial study of an independent nature in an area of educational interest"
EDUC 5320,Program Planning in Agriculture and Education,3,Graded,Summer,,,,(SBA-AG),,,"Organization and planning processes for public school agricultural education.  Local needs assessments, advisory committees, community-partnering, course development, sequencing instruction, professional development.  Fieldwork required"
EDUC 5370,Advanced Program Planning and Youth Organizations in Agricultural Science Education,3,Graded,Summer,,,,,,,"Advanced development of the organization and planning processes necessary to operate a successful agricultural science education program in the public schools. Interaction with state and national resources, implementation strategies will be researched. Models of engagement identified and developed in preparation for entry into the field of teaching. Fieldwork provides experience with New York agricultural education students, teachers, and curriculum development for new programs"
ENGL 1131,FWS: Mastering College Reading and Writing,3,Graded,Summer,,,,,,,"What does it mean to be a ""good"" reader or a ""good"" writer in college? In each section of this course, students receive extensive guidance from their instructors in the discovery and practice of helpful methods for fully exploring and appreciating what they read as well as guidance in planning, drafting, and writing essays about what is read and discussed in class. Each section of the course focuses on a particular topic drawn from a range of fields (e.g., literature, history, film, music). Reading assignments are limited in order to allow ample time for discussion and for personal attention to student writing"
ENGL 1132,FWS:The Personal Essay,3,Graded,Summer,,,,,,,"In ""The Personal Essay,"" our topics are autobiographical in their origins; we write from personal experience, to think about it and to articulate it, in a style useful in all modes of college-admission and college-work. Our writing practice is both ""creative"" and ""analytical."" We discover how writers use drafting and revision as a process of thinking, and in weekly workshops we practice the kind of revision that can make us more independent as writers and more capable of giving helpful suggestions to friends who are also writers. The most important texts for the course are the essays of students enrolled in it; but we also read and discuss personal memoirs. This seminar offers students from diverse backgrounds a forum in which to move beyond accustomed boundaries, finding agency not only through use of the first-person voice but through increased confidence in their abilities as writers"
ENGL 2270,Shakespeare,4,Stdnt Opt,"Fall, summer",,,PMA 2670,(LA-AS),(HB),,"This class aims to give students a good historical and critical grounding in Shakespeare's drama and its central place in Renaissance culture. Our study will include attention to dramatic forms, Shakespeare's themes, and social and historical contexts, including early modern English theater history. The course combines lectures and hands-on work in weekly discussions focused on performance, close reading, and questions raised by the plays. We will also view some film adaptations of Shakespeare. Fall semester plays include The Merchant of Venice, Twelfth Night, The Tempest, Othello, King Lear, Richard II, Henry IV Part One, and Henry V. Summer semester plays may vary"
ENGL 2800,Introduction to Creative Writing,3,Stdnt Opt,Fall,completion of the First-Year Writing Seminar (FWS) requirement. Students should not take an FWS and ENGL 2800 simultaneously,,,(LA-AS),,,"An introductory course in the theory, practice, and reading of fiction, poetry, and allied forms. Both narrative and verse readings are assigned. Students will learn to savor and practice the craft of poetry and narrative writing, developing techniques that inform both. Some class meetings may feature peer review of student work, and instructors may assign writing exercises or prompts"
ENGL 2810,Introduction to Creative Writing,3,Stdnt Opt,"Spring, summer",completion of the First-Year Writing Seminar (FWS) requirement. Students should not take an FWS and ENGL 2810 simultaneously,,,(LA-AS),,,"An introductory course in the theory, practice, and reading of fiction, poetry, and allied forms. Both narrative and verse readings are assigned. Students will learn to savor and practice the craft of poetry and narrative writing, developing techniques that inform both. Some class meetings may feature peer review of student work, and instructors may assign writing exercises or prompts"
ENGL 3705,Serial Stories: Television and the Novel,4,Stdnt Opt,"Spring, summer",,,,(LA-AS),,,"The past two decades have seen a whole new kind of television: long, multi-plot narratives spun out over many seasons. Some producers have made use of this serial mode to offer complex and inventive models of social analysis. These often share goals with the serial storytelling of the past, including cartoons and novels, and draw on similar strategies. We will watch such series as The Wire, Mad Men, and Game of Thrones, and we will read serialized fictions, including Wilkie Collins' page-turner, The Woman in White, in the spring, and other texts in the summer"
ENGL 4810,Advanced Verse Writing,4,Stdnt Opt,Spring,"permission of instructor based on submission of a manuscript (bring manuscript to first day of class, or submit via email, depending upon instructor's preference). Pre-enrollment does not guarantee a place in the class. Prior completion of a section of ENGL 3840 or ENGL 3850 is strongly recommended",,,(LA-AS),,,"This course is intended for creative writers who have completed ENGL 3840 or ENGL 3850 and wish to refine their poetry writing. It may include significant reading and discussion, explorations of form and technique, completion of writing assignments and prompts, and workshop peer review of student work. In addition to the instructor's assigned writing requirements, students may work on longer-form verse writing projects"
ENGL 4811,Advanced Narrative Writing,4,Stdnt Opt,Spring,"permission of instructor based on submission of a manuscript (bring manuscript to first day of class, or submit via email, depending upon instructor's preference). Pre-enrollment does not guarantee a place in the class. Prior completion of a section of ENGL 3820 or ENGL 3830 is strongly recommended",,,(LA-AS),,,"This course is intended for narrative writing students who have completed ENGL 3820 or ENGL 3830 and wish to refine their writing. It may include significant reading and discussion, explorations of form and technique, completion of writing assignments and prompts, and workshop peer review of student work. In addition to the instructor's assigned writing requirements, students may work on longer-form narrative writing projects"
ENGL 4950,Independent Study,1-4,Stdnt Opt,"Fall, spring, summer",,,,,,,Independent reading course in topics not covered in regularly scheduled courses. Students select a topic in consultation with the faculty member who has agreed to supervise the course work
ENGRC 3350,Communications for Engineering Managers,3,Graded,"Fall, spring",two first-year writing seminars and major affiliation,,,(CE-EN),,,"ENGRC 3500 in that students write various types of documents (e.g., letters, memos, executive summaries, progress reports), give talks, and incorporate graphics in both their oral and written work. However, ENGRC 3350 focuses on understanding communication within engineering organizations and within student teams. Students work in project teams throughout the semester to write reports and deliver talks. The focus of the project teams depends on instructor, but might include analyzing case studies of engineering organizations, studying organizations on-site, and analyzing concepts in organizational communication and behavior"
ENGRC 3500,Engineering Communications,3,Graded,"Fall, winter, spring",two first-year writing seminars and affiliation with a major,,,(CE-EN),,,"Prepares students for important communication activities. They communicate using various types of documents (e.g., emails, memos, problem analyses, proposals, progress reports), give oral presentations, and incorporate graphics in their oral and written work. Students learn how to communicate specialized information to different audiences (e.g., technical and nontechnical audiences, colleagues and clients, peers and supervisors, and in-house departments), work in teams, and address organizational and ethical issues. The course material is drawn from professional contexts, principally engineering, and it generates lively discussion. The class size ensures close attention to each student's work"
ENGRD 2020,Statics and Mechanics of Solids,4,Graded,"Fall, spring",PHYS 1112,MATH 1920 or permission of instructor,MAE 2020,,,,"Covers principles of statics, force systems, and equilibrium in solid structures. Topics include: free body diagrams in two and three dimensions; frames; mechanics of deformable solids; stress and strain; axial force; shear force, bending moment, and torsion in bars and beams; thermal stress; pressure vessles; statically indeterminate problems; buckling and yielding. "
ENGRD 2110,Object-Oriented Programming and Data Structures,3,Stdnt Opt,"Fall, spring, summer",CS 1110 or CS 1130 or equivalent course in Java or C++,,CS 2110,,,,"Intermediate programming in a high-level language and introduction to computer science. Topics include program structure and organization, object-oriented programming (classes, objects, types, sub-typing), graphical user interfaces, algorithm analysis (asymptotic complexity, big ""O"" notation), recursion, data structures (lists, trees, stacks, queues, heaps, search trees, hash tables, graphs), graph algorithms. Java is the principal programming language"
ENGRD 2210,Thermodynamics,3,Graded,"Fall, summer","MATH 1920, PHYS 1112 , or permission of instructor",,MAE 2210,,,,"Presents the definitions, concepts, and laws of thermodynamics. Topics include the first and second laws, thermodynamic property relationships, and applications to vapor and gas power systems, refrigeration, and heat pump systems. Examples and problems are related to contemporary aspects of energy and power generation and to broader environmental issues"
ENGRD 2700,Basic Engineering Probability and Statistics,3,Stdnt Opt,"Fall, spring, summer",MATH 1910 and MATH 1920,,,,,,"Gives students a working knowledge of basic probability and statistics and their application to engineering. Includes computer analysis of data and simulation. Topics include random variables, probability distributions, expectation, estimation, testing, experimental design, quality control, and regression"
ENGRG 1060,Exploration in Engineering,3,Graded,Summer,completion of a pre-calculus or calculus mathematics course as well as a course in chemistry or physics are strongly recommended,,,,,,"Introduction to several engineering fields, such as bioengineering, chemical engineering, civil engineering, computer science, earth sciences, electrical and computer engineering, engineering physics, materials science, mechanical engineering, and operations research. Hands-on experience in weekly labs, as well as design projects to introduce concepts of the engineering design process"
ENGRG 1070,Spatial Visualization/Thinking for Engineers,2,Graded,Summer,,,,,,,"A project-based introduction to spatial visualization/thinking, focused on maximizing student experience with spatial visualization/thinking, design and representation, and strategic use. In collaboration with engineering faculty, the course involves teams in a client-driven project wherein students will develop novel spatial-visual representations of a cutting-edge engineering research topic"
ENGRG 6001,Engineering Professional Master's Summer Research,0,S/U NoAud,,,,,,,,No description available
ENGRI 1610,Computing in the Arts,3,Stdnt Opt,"Spring, summer",,,"CS 1610, MUSIC 1465, PMA 1640, PSYCH 1650",,,,"Over the centuries, artists in a wide variety of media have employed many approaches to the creative process, ranging from the philosophical to the mechanical to the virtual. This course unravels some of the mysteries going on inside software used for art and music. It looks at ways of breaking things apart and sampling and ways of putting things together and resynthesizing, and explores ideas for creation. This course does not teach software packages for creating art and music. The course complements ART 2701 and MUSIC 1421"
FDSC 3800,Introduction to Functional Foods,1,GradeNoAud,Spring,introductory college biology or permission of instructor,,,,,,"This course is offered as part of the CALS Signature Semester: Toward a Sustainable Future and Emerging Technologies Important to China on site in Shanghai, China. This course covers functional foods, bioactive compounds, and dietary supplements in disease prevention and health promotion. Emphasis areas will include the mechanisms of action and scientific evidence of efficacy of functional foods and dietary supplements. Biomarkers, safety and efficacy testing, and regulations for functional foods and dietary supplements will also be discussed. The course is intended for advanced undergraduates and graduate students in food science, nutrition, biological sciences, toxicology, plant science, and horticulture, or related fields"
FDSC 6960,Graduate Internship in Food Science,1-6,Sat/Unsat,Fall or spring,,,,,,,"On-the-job learning experience under the supervision of professionals in a cooperating organization. A learning contract is written between the faculty supervisor and students, stating the conditions of the work assignment, supervision, and reporting. All 6960 internship courses must adhere to the CALS guidelines at www.cals.cornell.edu/cals/current/student-research/internship/index.cfm"
FSAD 1120,Fashion Design and Visual Thinking,3,Graded,Summer,,,,,,,"This course offers a studio experience in thinking about and making fashion. We will explore various media and techniques used in apparel design and develop design images with the ultimate goal of creating a professional-grade portfolio based on one's individual design aesthetic. Students will be introduced to techniques in the design process and presentation, as well as conventional graphic and digital tools such as Adobe Photoshop. Students will also be exposed to a variety of resources, including Cornell's Costume and Textile Collection, and cutting-edge technology, including 3-D Body Scanning, and innovative functional apparel. Studio sessions comprise lecture, discussion, design charettes, and group critiques. There are no prerequisites for this course; no sewing experience required"
FSAD 6000,Special Problems for Graduate Students,1-15,Stdnt Opt,"Fall, spring",,,,,,,Independent advanced work by graduate students recommended by their chair and approved by the department chair and instructor
FSAD 9990,Doctoral Thesis and Research,1-15,S/U NoAud,"Fall, spring",,,,,,,No description available
GERST 2250,Genius and Madness in Literature,3,Graded,Summer,,,,(LA-AS),,,"If you ever have thought that people of great achievement and ingenuity-such as great statesmen, artists, heroes, scientists-also exhibit a touch of madness, well, then you are not alone! Philosophers and poets for a few thousand years have contemplated the close kinship between madness and genius and have engaged in lively discussions about changing definitions of creativity as either ingenuity, inspiration, or insanity; as stemming from divine possession, originality, or fanatic enthusiasm. By reading philosophical and medical treatises, by examining texts of fiction and lyric poetry, as well as by including historical accounts, this course will find out when and why our culture decided to call a madman a genius and a genius mad. We shall trace the history of social and artistic transgression and analyze when and why a culture considers great talent as ""too different,"" as ""pathological,"" or as ""un-normal."" You shall read texts ranging from Antiquity to the 18th and 20th centuries and encounter authors from Germany, France, Britain, and the United States. Guest lecturers from various Humanities departments will expand our view on genius as either a human condition, an artistic invention or the delusive state of ""madness."""
GOVT 1111,Introduction to American Government and Politics,4,Stdnt Opt,"Fall, summer",,,AMST 1115,(SBA-AS),,,"A policy-centered approach to the study of government in the American experience.  Considers the American Founding and how it influenced the structure of government;  how national institutions operate in shaping law and public policy; who has a voice in American politics and why some are more influential than others; and how existing public policies themselves influence social, economic, and political power.  Students will gain an introductory knowledge of the founding principles and structure of American government, political institutions, political processes, political behavior, and public policy"
GOVT 1615,Introduction to Modern Political Theory,4,Stdnt Opt,Spring,,,PHIL 1920,(HA-AS),(HB),,"This course offers a survey of modern political theory in the West.  We will examine some of the persistent dilemmas of political modernity and the attempts of several canonical political theorists to respond to them: Machiavelli, Hobbes, Locke, Rousseau, Burke, Mill, Marx, and Nietzsche.  In each case, we will attend to the particular crises these theorists addressed in their work—such as the European wars of religion, the English Civil War, colonialism, the French Revolution, and industrial capitalism—as well as the broader philosophical and political issues they continue to pose to us now.  Our approach will be both historical and conceptual, in other words, with the hopes of providing students with a nuanced but clear understanding of political theory as a distinctive form of political inquiry"
